priority,unitsSold,hasSizeToken,sizeToken,hasLiquidHint,liquidCategory,nonLiquidCategory,blockedByNameTerm,Type,SKU,Name,Brands,Categories
1962,0,no,,no,no,no,no,variation,3444,,,
1963,0,no,,no,no,no,no,variation,648,,,
1964,0,no,,no,no,no,no,variation,2728-V05,,,
1965,0,no,,no,no,no,no,variation,hmh00222-V01,,,
1966,0,no,,no,no,no,no,variation,hmh00220-V01,,,
1967,0,no,,no,no,no,no,variation,hmh00221-V01,,,
1968,0,no,,no,no,no,no,variation,hmh00219-V01,,,
1969,0,no,,no,no,no,no,variation,739,,,
1970,0,no,,no,no,no,no,variation,740,,,
1971,0,no,,no,no,no,no,variation,738-V02,,,
1972,0,no,,no,no,no,no,variation,101,,,
1973,0,no,,no,no,no,no,variation,102,,,
1974,0,no,,no,no,no,no,variation,132,,,
1975,0,no,,no,no,no,no,variation,628,,,
1976,0,no,,no,no,no,no,variation,100-V05,,,
1977,0,no,,no,no,no,no,variation,2054,,,
1978,0,no,,no,no,no,no,variation,2058,,,
1979,0,no,,no,no,no,no,variation,2061,,,
1980,0,no,,no,no,no,no,variation,2059,,,
1981,0,no,,no,no,no,no,variation,2055-V05,,,
1982,0,no,,no,no,no,no,variation,2055-V06,,,
1983,0,no,,no,no,no,no,variation,hmh01148-V02,,,
1984,0,no,,no,no,no,no,variation,hmh01150-V01,,,
1985,0,no,,no,no,no,no,variation,hmh00223-V02,,,
1986,0,no,,no,no,no,no,variation,hmh00225-V01,,,
1987,0,no,,no,no,no,no,variation,hmh00225-V02,,,
1988,0,no,,no,no,no,no,variation,hmh00226-V02,,,
1989,0,no,,no,no,no,no,variation,hmh00226-V03,,,
1990,0,no,,no,no,no,no,variation,hmh00190-V02,,,
1991,0,no,,no,no,no,no,variation,68,,,
1992,0,no,,no,no,no,no,variation,69,,,
1993,0,no,,no,no,no,no,variation,70,,,
1994,0,no,,no,no,no,no,variation,71,,,
1995,0,no,,no,no,no,no,variation,hmh00189-V05,,,
1996,0,no,,no,no,no,no,variation,hmh00189-V06,,,
1997,0,no,,no,no,no,no,variation,hmh00192-V01,,,
1998,0,no,,no,no,no,no,variation,hmh00186-V02,,,
1999,0,no,,no,no,no,no,variation,64,,,
2000,0,no,,no,no,no,no,variation,65,,,
2001,0,no,,no,no,no,no,variation,66,,,
2002,0,no,,no,no,no,no,variation,67,,,
2003,0,no,,no,no,no,no,variation,hmh00185-V05,,,
2004,0,no,,no,no,no,no,variation,hmh00188-V01,,,
2005,0,no,,no,no,no,no,variation,2825-V01,,,
2006,0,no,,no,no,no,no,variation,HMH-SED-2H4YKJ-V01,,,
2007,0,no,,no,no,no,no,variation,HMH-SED-2H4YKJ-V02,,,
2008,0,no,,no,no,no,no,variation,HMH-SED-2H4YKJ-V03,,,
2009,0,no,,no,no,no,no,variation,HMH-SED-2H4YKJ-V04,,,
2010,0,no,,no,no,no,no,variation,1435-V01,,,
2011,0,no,,no,no,no,no,variation,1435-V02,,,
2012,0,no,,no,no,no,no,variation,1011-V01,,,
2013,0,no,,no,no,no,no,variation,1011-V02,,,
2014,0,no,,no,no,no,no,variation,3097,,,
2015,0,no,,no,no,no,no,variation,1675,,,
2016,0,no,,no,no,no,no,variation,3370,,,
2017,0,no,,no,no,no,no,variation,321,,,
2018,0,no,,no,no,no,no,variation,3496-V01,,,
2019,0,no,,no,no,no,no,variation,3496-V02,,,
2020,0,no,,no,no,no,no,variation,1822,,,
2021,0,no,,no,no,no,no,variation,2866-V01,,,
2022,0,no,,no,no,no,no,variation,2866-V02,,,
2023,0,no,,no,no,no,no,variation,2866-V03,,,
2024,0,no,,no,no,no,no,variation,30,,,
2025,0,no,,no,no,no,no,variation,2858,,,
2026,0,no,,no,no,no,no,variation,649-V01,,,
2027,0,no,,no,no,no,no,variation,649-V02,,,
2028,0,no,,no,no,no,no,variation,728,,,
2029,0,no,,no,no,no,no,variation,790-V01,,,
2030,0,no,,no,no,no,no,variation,1685,,,
2031,0,no,,no,no,no,no,variation,2350,,,
2032,0,no,,no,no,no,no,variation,2393,,,
2033,0,no,,no,no,no,no,variation,212-V01,,,
2034,0,no,,no,no,no,no,variation,212-V02,,,
2035,0,no,,no,no,no,no,variation,211-V01,,,
2036,0,no,,no,no,no,no,variation,211-V02,,,
2037,0,no,,no,no,no,no,variation,533-V01,,,
2038,0,no,,no,no,no,no,variation,210-V01,,,
2039,0,no,,no,no,no,no,variation,209-V01,,,
2040,0,no,,no,no,no,no,variation,209-V02,,,
2041,0,no,,no,no,no,no,variation,hmh00009-V01,,,
2042,0,no,,no,no,no,no,variation,hmh00009-V02,,,
2043,0,no,,no,no,no,no,variation,1213,,,
2044,0,no,,no,no,no,no,variation,1211,,,
2045,0,no,,no,no,no,no,variation,1252-V01,,,
2046,0,no,,no,no,no,no,variation,554,,,
2047,0,no,,no,no,no,no,variation,555,,,
2048,0,no,,no,no,no,no,variation,556,,,
2049,0,no,,no,no,no,no,variation,557,,,
2050,0,no,,no,no,no,no,variation,553-V05,,,
2051,0,no,,no,no,no,no,variation,553-V06,,,
2052,0,no,,no,no,no,no,variation,553-V07,,,
2053,0,no,,no,no,no,no,variation,553-V08,,,
2054,0,no,,no,no,no,no,variation,hmh00395-V01,,,
2055,0,no,,no,no,no,no,variation,hmh00395-V02,,,
2056,0,no,,no,no,no,no,variation,1346,,,
2057,0,no,,no,no,no,no,variation,1347,,,
2058,0,no,,no,no,no,no,variation,3638,,,
2059,0,no,,no,no,no,no,variation,3639-V02,,,
2060,0,no,,no,no,no,no,variation,3639-V03,,,
2061,0,no,,no,no,no,no,variation,3639-V04,,,
2062,0,no,,no,no,no,no,variation,3639-V05,,,
2063,0,no,,no,no,no,no,variation,2559,,,
2064,0,no,,no,no,no,no,variation,3521,,,
2065,0,no,,no,no,no,no,variation,216,,,
2066,0,no,,no,no,no,no,variation,217,,,
2067,0,no,,no,no,no,no,variation,hmh01760-V01,,,
2068,0,no,,no,no,no,no,variation,hmh01760-V02,,,
2069,0,no,,no,no,no,no,variation,hmh01760-V03,,,
2070,0,no,,no,no,no,no,variation,hmh01760-V04,,,
2071,0,no,,no,no,no,no,variation,2795-V01,,,
2072,0,no,,no,no,no,no,variation,2795-V02,,,
2073,0,no,,no,no,no,no,variation,2795-V03,,,
2074,0,no,,no,no,no,no,variation,2795-V04,,,
2075,0,no,,no,no,no,no,variation,2837-V01,,,
2076,0,no,,no,no,no,no,variation,2837-V02,,,
2077,0,no,,no,no,no,no,variation,2837-V03,,,
2078,0,no,,no,no,no,no,variation,2837-V04,,,
2079,0,no,,no,no,no,no,variation,636-V01,,,
2080,0,no,,no,no,no,no,variation,636-V02,,,
2081,0,no,,no,no,no,no,variation,636-V03,,,
2082,0,no,,no,no,no,no,variation,636-V04,,,
2083,0,no,,no,no,no,no,variation,771-V01,,,
2084,0,no,,no,no,no,no,variation,771-V02,,,
2085,0,no,,no,no,no,no,variation,771-V03,,,
2086,0,no,,no,no,no,no,variation,771-V04,,,
2087,0,no,,no,no,no,no,variation,789-V01,,,
2088,0,no,,no,no,no,no,variation,787-V01,,,
2089,0,no,,no,no,no,no,variation,1846,,,
2090,0,no,,no,no,no,no,variation,1563,,,
2091,0,no,,no,no,no,no,variation,315,,,
2092,0,no,,no,no,no,no,variation,hmh01088,,,
2093,0,no,,no,no,no,no,variation,1678,,,
2094,0,no,,no,no,no,no,variation,604,,,
2095,0,no,,no,no,no,no,variation,605,,,
2096,0,no,,no,no,no,no,variation,606,,,
2097,0,no,,no,no,no,no,variation,603-V04,,,
2098,0,no,,no,no,no,no,variation,603-V05,,,
2099,0,no,,no,no,no,no,variation,603-V06,,,
2100,0,no,,no,no,no,no,variation,2494-V01,,,
2101,0,no,,no,no,no,no,variation,620,,,
2102,0,no,,no,no,no,no,variation,621,,,
2103,0,no,,no,no,no,no,variation,622,,,
2104,0,no,,no,no,no,no,variation,619-V04,,,
2105,0,no,,no,no,no,no,variation,619-V05,,,
2106,0,no,,no,no,no,no,variation,hmh00397-V02,,,
2107,0,no,,no,no,no,no,variation,hmh00397-V03,,,
2108,0,no,,no,no,no,no,variation,hmh00399-V01,,,
2109,0,no,,no,no,no,no,variation,hmh00399-V02,,,
2110,0,no,,no,no,no,no,variation,hmh00400-V01,,,
2111,0,no,,no,no,no,no,variation,hmh00400-V02,,,
2112,0,no,,no,no,no,no,variation,2341-V01,,,
2113,0,no,,no,no,no,no,variation,2341-V02,,,
2114,0,no,,no,no,no,no,variation,2341-V03,,,
2115,0,no,,no,no,no,no,variation,2341-V04,,,
2116,0,no,,no,no,no,no,variation,129,,,
2117,0,no,,no,no,no,no,variation,128,,,
2118,0,no,,no,no,no,no,variation,1961-V01,,,
2119,0,no,,no,no,no,no,variation,1961-V02,,,
2120,0,no,,no,no,no,no,variation,1961-V03,,,
2121,0,no,,no,no,no,no,variation,1961-V04,,,
2122,0,no,,no,no,no,no,variation,1875-V01,,,
2123,0,no,,no,no,no,no,variation,3070-V01,,,
2124,0,no,,no,no,no,no,variation,2359,,,
2125,0,no,,no,no,no,no,variation,559,,,
2126,0,no,,no,no,no,no,variation,560,,,
2127,0,no,,no,no,no,no,variation,561,,,
2128,0,no,,no,no,no,no,variation,558-V04,,,
2129,0,no,,no,no,no,no,variation,558-V05,,,
2130,0,no,,no,no,no,no,variation,558-V06,,,
2131,0,no,,no,no,no,no,variation,1736-V01,,,
2132,0,no,,no,no,no,no,variation,1736-V02,,,
2133,0,no,,no,no,no,no,variation,1736-V03,,,
2134,0,no,,no,no,no,no,variation,1736-V04,,,
2135,0,no,,no,no,no,no,variation,3512-V01,,,
2136,0,no,,no,no,no,no,variation,3512-V02,,,
2137,0,no,,no,no,no,no,variation,3512-V03,,,
2138,0,no,,no,no,no,no,variation,3512-V04,,,
2139,0,no,,no,no,no,no,variation,1380-V01,,,
2140,0,no,,no,no,no,no,variation,1380-V02,,,
2141,0,no,,no,no,no,no,variation,1380-V03,,,
2142,0,no,,no,no,no,no,variation,1380-V04,,,
2143,0,no,,no,no,no,no,variation,1414,,,
2144,0,no,,no,no,no,no,variation,1413-V02,,,
2145,0,no,,no,no,no,no,variation,1413-V03,,,
2146,0,no,,no,no,no,no,variation,1413-V04,,,
2147,0,no,,no,no,no,no,variation,1413-V05,,,
2148,0,no,,no,no,no,no,variation,hmh01518-V01,,,
2149,0,no,,no,no,no,no,variation,hmh01518-V02,,,
2150,0,no,,no,no,no,no,variation,hmh01518-V03,,,
2151,0,no,,no,no,no,no,variation,hmh01518-V04,,,
2152,0,no,,no,no,no,no,variation,1416-V01,,,
2153,0,no,,no,no,no,no,variation,1416-V02,,,
2154,0,no,,no,no,no,no,variation,1416-V03,,,
2155,0,no,,no,no,no,no,variation,1416-V04,,,
2156,0,no,,no,no,no,no,variation,3037-V01,,,
2157,0,no,,no,no,no,no,variation,3037-V02,,,
2158,0,no,,no,no,no,no,variation,3037-V03,,,
2159,0,no,,no,no,no,no,variation,3037-V04,,,
2160,0,no,,no,no,no,no,variation,hmh01520-V01,,,
2161,0,no,,no,no,no,no,variation,hmh01520-V02,,,
2162,0,no,,no,no,no,no,variation,1280-V01,,,
2163,0,no,,no,no,no,no,variation,1280-V02,,,
2164,0,no,,no,no,no,no,variation,1280-V03,,,
2165,0,no,,no,no,no,no,variation,1280-V04,,,
2166,0,no,,no,no,no,no,variation,579,,,
2167,0,no,,no,no,no,no,variation,580,,,
2168,0,no,,no,no,no,no,variation,578-V03,,,
2169,0,no,,no,no,no,no,variation,578-V04,,,
2170,0,no,,no,no,no,no,variation,578-V05,,,
2171,0,no,,no,no,no,no,variation,578-V06,,,
2172,0,no,,no,no,no,no,variation,hmh00407-V02,,,
2173,0,no,,no,no,no,no,variation,hmh00409-V01,,,
2174,0,no,,no,no,no,no,variation,hmh00070-V01,,,
2175,0,no,,no,no,no,no,variation,hmh00070-V02,,,
2176,0,no,,no,no,no,no,variation,hmh00070-V03,,,
2177,0,no,,no,no,no,no,variation,hmh00350-V02,,,
2178,0,no,,no,no,no,no,variation,hmh00350-V03,,,
2179,0,no,,no,no,no,no,variation,hmh00350-V04,,,
2180,0,no,,no,no,no,no,variation,hmh00352-V01,,,
2181,0,no,,no,no,no,no,variation,hmh00352-V02,,,
2182,0,no,,no,no,no,no,variation,hmh00352-V03,,,
2183,0,no,,no,no,no,no,variation,hmh00353-V01,,,
2184,0,no,,no,no,no,no,variation,hmh00353-V02,,,
2185,0,no,,no,no,no,no,variation,hmh00353-V03,,,
2186,0,no,,no,no,no,no,variation,2945,,,
2187,0,no,,no,no,no,no,variation,hmh00372-V02,,,
2188,0,no,,no,no,no,no,variation,hmh00372-V03,,,
2189,0,no,,no,no,no,no,variation,hmh00372-V04,,,
2190,0,no,,no,no,no,no,variation,hmh00372-V05,,,
2191,0,no,,no,no,no,no,variation,hmh00341-V02,,,
2192,0,no,,no,no,no,no,variation,hmh00341-V03,,,
2193,0,no,,no,no,no,no,variation,hmh00343-V01,,,
2194,0,no,,no,no,no,no,variation,hmh00343-V02,,,
2195,0,no,,no,no,no,no,variation,hmh00344-V01,,,
2196,0,no,,no,no,no,no,variation,hmh00344-V02,,,
2197,0,no,,no,no,no,no,variation,hmh00093-V01,,,
2198,0,no,,no,no,no,no,variation,hmh00093-V02,,,
2199,0,no,,no,no,no,no,variation,hmh00093-V03,,,
2200,0,no,,no,no,no,no,variation,hmh00093-V04,,,
2201,0,no,,no,no,no,no,variation,571,,,
2202,0,no,,no,no,no,no,variation,572,,,
2203,0,no,,no,no,no,no,variation,573,,,
2204,0,no,,no,no,no,no,variation,570-V04,,,
2205,0,no,,no,no,no,no,variation,hmh00364-V02,,,
2206,0,no,,no,no,no,no,variation,hmh00364-V03,,,
2207,0,no,,no,no,no,no,variation,hmh00364-V04,,,
2208,0,no,,no,no,no,no,variation,hmh00364-V05,,,
2209,0,no,,no,no,no,no,variation,hmh00366-V01,,,
2210,0,no,,no,no,no,no,variation,hmh00366-V02,,,
2211,0,no,,no,no,no,no,variation,hmh00366-V03,,,
2212,0,no,,no,no,no,no,variation,hmh00366-V04,,,
2213,0,no,,no,no,no,no,variation,hmh00367-V01,,,
2214,0,no,,no,no,no,no,variation,hmh00367-V02,,,
2215,0,no,,no,no,no,no,variation,hmh00367-V03,,,
2216,0,no,,no,no,no,no,variation,hmh00367-V04,,,
2217,0,no,,no,no,no,no,variation,hmh00368-V02,,,
2218,0,no,,no,no,no,no,variation,hmh00368-V03,,,
2219,0,no,,no,no,no,no,variation,hmh00368-V04,,,
2220,0,no,,no,no,no,no,variation,hmh00368-V05,,,
2221,0,no,,no,no,no,no,variation,hmh00345-V01,,,
2222,0,no,,no,no,no,no,variation,hmh00345-V02,,,
2223,0,no,,no,no,no,no,variation,hmh00345-V03,,,
2224,0,no,,no,no,no,no,variation,hmh00345-V04,,,
2225,0,no,,no,no,no,no,variation,hmh00348-V01,,,
2226,0,no,,no,no,no,no,variation,hmh00348-V02,,,
2227,0,no,,no,no,no,no,variation,hmh00348-V03,,,
2228,0,no,,no,no,no,no,variation,hmh00348-V04,,,
2229,0,no,,no,no,no,no,variation,hmh00349-V01,,,
2230,0,no,,no,no,no,no,variation,hmh00349-V02,,,
2231,0,no,,no,no,no,no,variation,hmh00349-V03,,,
2232,0,no,,no,no,no,no,variation,hmh00349-V04,,,
2233,0,no,,no,no,no,no,variation,hmh01663,,,
2234,0,no,,no,no,no,no,variation,hmh00375-V02,,,
2235,0,no,,no,no,no,no,variation,hmh00375-V03,,,
2236,0,no,,no,no,no,no,variation,hmh00375-V04,,,
2237,0,no,,no,no,no,no,variation,hmh00375-V05,,,
2238,0,no,,no,no,no,no,variation,hmh00379-V01,,,
2239,0,no,,no,no,no,no,variation,hmh00379-V02,,,
2240,0,no,,no,no,no,no,variation,hmh00379-V03,,,
2241,0,no,,no,no,no,no,variation,hmh00379-V04,,,
2242,0,no,,no,no,no,no,variation,hmh00377-V01,,,
2243,0,no,,no,no,no,no,variation,hmh00377-V02,,,
2244,0,no,,no,no,no,no,variation,hmh00377-V03,,,
2245,0,no,,no,no,no,no,variation,hmh00377-V04,,,
2246,0,no,,no,no,no,no,variation,hmh00378-V01,,,
2247,0,no,,no,no,no,no,variation,hmh00378-V02,,,
2248,0,no,,no,no,no,no,variation,hmh00378-V03,,,
2249,0,no,,no,no,no,no,variation,hmh00378-V04,,,
2250,0,no,,no,no,no,no,variation,2942-V01,,,
2251,0,no,,no,no,no,no,variation,2942-V02,,,
2252,0,no,,no,no,no,no,variation,2942-V03,,,
2253,0,no,,no,no,no,no,variation,2942-V04,,,
2254,0,no,,no,no,no,no,variation,hmh00358-V02,,,
2255,0,no,,no,no,no,no,variation,hmh00361-V02,,,
2256,0,no,,no,no,no,no,variation,1760-V01,,,
2257,0,no,,no,no,no,no,variation,1760-V02,,,
2258,0,no,,no,no,no,no,variation,1760-V03,,,
2259,0,no,,no,no,no,no,variation,1760-V04,,,
2260,0,no,,no,no,no,no,variation,2517-V01,,,
2261,0,no,,no,no,no,no,variation,2517-V02,,,
2262,0,no,,no,no,no,no,variation,2517-V03,,,
2263,0,no,,no,no,no,no,variation,2517-V04,,,
2264,0,no,,no,no,no,no,variation,2147-V02,,,
2265,0,no,,no,no,no,no,variation,2147-V03,,,
2266,0,no,,no,no,no,no,variation,2147-V04,,,
2267,0,no,,no,no,no,no,variation,2147-V05,,,
2268,0,no,,no,no,no,no,variation,3443-V01,,,
2269,0,no,,no,no,no,no,variation,3443-V02,,,
2270,0,no,,no,no,no,no,variation,3443-V03,,,
2271,0,no,,no,no,no,no,variation,3443-V04,,,
2272,0,no,,no,no,no,no,variation,2151-V01,,,
2273,0,no,,no,no,no,no,variation,595,,,
2274,0,no,,no,no,no,no,variation,596,,,
2275,0,no,,no,no,no,no,variation,hmh00388-V02,,,
2276,0,no,,no,no,no,no,variation,hmh00387-V01,,,
2277,0,no,,no,no,no,no,variation,3088-V01,,,
2278,0,no,,no,no,no,no,variation,2508,,,
2279,0,no,,no,no,no,no,variation,1941-V01,,,
2280,0,no,,no,no,no,no,variation,1941-V02,,,
2281,0,no,,no,no,no,no,variation,1941-V03,,,
2282,0,no,,no,no,no,no,variation,1941-V04,,,
2283,0,no,,no,no,no,no,variation,136,,,
2284,0,no,,no,no,no,no,variation,3242-V02,,,
2285,0,no,,no,no,no,no,variation,821-V01,,,
2286,0,no,,no,no,no,no,variation,821-V02,,,
2287,0,no,,no,no,no,no,variation,821-V03,,,
2288,0,no,,no,no,no,no,variation,821-V04,,,
2289,0,no,,no,no,no,no,variation,2450,,,
2290,0,no,,no,no,no,no,variation,2447-V02,,,
2291,0,no,,no,no,no,no,variation,2447-V03,,,
2292,0,no,,no,no,no,no,variation,2447-V04,,,
2293,0,no,,no,no,no,no,variation,hmh01618,,,
2294,0,no,,no,no,no,no,variation,hmh01616-V02,,,
2295,0,no,,no,no,no,no,variation,hmh01616-V03,,,
2296,0,no,,no,no,no,no,variation,hmh01617-V02,,,
2297,0,no,,no,no,no,no,variation,hmh01617-V03,,,
2298,0,no,,no,no,no,no,variation,2225-V01,,,
2299,0,no,,no,no,no,no,variation,2455,,,
2300,0,no,,no,no,no,no,variation,hmh01603,,,
2301,0,no,,no,no,no,no,variation,531-V01,,,
2302,0,no,,no,no,no,no,variation,531-V02,,,
2303,0,no,,no,no,no,no,variation,531-V03,,,
2304,0,no,,no,no,no,no,variation,531-V04,,,
2305,0,no,,no,no,no,no,variation,90,,,
2306,0,no,,no,no,no,no,variation,91,,,
2307,0,no,,no,no,no,no,variation,637,,,
2308,0,no,,no,no,no,no,variation,105,,,
2309,0,no,,no,no,no,no,variation,89,,,
2310,0,no,,no,no,no,no,variation,hmh00237-V01,,,
2311,0,no,,no,no,no,no,variation,hmh00236-V01,,,
2312,0,no,,no,no,no,no,variation,hmh00235-V01,,,
2313,0,no,,no,no,no,no,variation,901,,,
2314,0,no,,no,no,no,no,variation,902,,,
2315,0,no,,no,no,no,no,variation,hmh00894-V01,,,
2316,0,no,,no,no,no,no,variation,hmh00894-V02,,,
2317,0,no,,no,no,no,no,variation,2580-V01,,,
2318,0,no,,no,no,no,no,variation,2580-V02,,,
2319,0,no,,no,no,no,no,variation,2580-V03,,,
2320,0,no,,no,no,no,no,variation,2580-V04,,,
2321,0,no,,no,no,no,no,variation,2655,,,
2322,0,no,,no,no,no,no,variation,3518-V02,,,
2323,0,no,,no,no,no,no,variation,3518-V03,,,
2324,0,no,,no,no,no,no,variation,3518-V04,,,
2325,0,no,,no,no,no,no,variation,3518-V05,,,
2326,0,no,,no,no,no,no,variation,hmh01456-V01,,,
2327,0,no,,no,no,no,no,variation,hmh01456-V02,,,
2328,0,no,,no,no,no,no,variation,hmh01456-V03,,,
2329,0,no,,no,no,no,no,variation,hmh01456-V04,,,
2330,0,no,,no,no,no,no,variation,1303,,,
2331,0,no,,no,no,no,no,variation,1302,,,
2332,0,no,,no,no,no,no,variation,hmh01844-V01,,,
2333,0,no,,no,no,no,no,variation,hmh01844-V02,,,
2334,0,no,,no,no,no,no,variation,hmh01844-V03,,,
2335,0,no,,no,no,no,no,variation,hmh01844-V04,,,
2336,0,no,,no,no,no,no,variation,hmh01845-V01,,,
2337,0,no,,no,no,no,no,variation,hmh01845-V02,,,
2338,0,no,,no,no,no,no,variation,hmh01845-V03,,,
2339,0,no,,no,no,no,no,variation,hmh01845-V04,,,
2340,0,no,,no,no,no,no,variation,hmh01847-V01,,,
2341,0,no,,no,no,no,no,variation,hmh01847-V02,,,
2342,0,no,,no,no,no,no,variation,hmh01847-V03,,,
2343,0,no,,no,no,no,no,variation,hmh01847-V04,,,
2344,0,no,,no,no,no,no,variation,hmh01861-V01,,,
2345,0,no,,no,no,no,no,variation,hmh01861-V02,,,
2346,0,no,,no,no,no,no,variation,hmh01861-V03,,,
2347,0,no,,no,no,no,no,variation,hmh01861-V04,,,
2348,0,no,,no,no,no,no,variation,hmh01862-V01,,,
2349,0,no,,no,no,no,no,variation,hmh01862-V02,,,
2350,0,no,,no,no,no,no,variation,hmh01862-V03,,,
2351,0,no,,no,no,no,no,variation,hmh01862-V04,,,
2352,0,no,,no,no,no,no,variation,2884,,,
2353,0,no,,no,no,no,no,variation,2883-V02,,,
2354,0,no,,no,no,no,no,variation,2883-V03,,,
2355,0,no,,no,no,no,no,variation,2883-V04,,,
2356,0,no,,no,no,no,no,variation,2883-V05,,,
2357,0,no,,no,no,no,no,variation,hmh00238-V01,,,
2358,0,no,,no,no,no,no,variation,hmh00238-V02,,,
2359,0,no,,no,no,no,no,variation,hmh00238-V03,,,
2360,0,no,,no,no,no,no,variation,hmh00238-V04,,,
2361,0,no,,no,no,no,no,variation,hmh00239-V01,,,
2362,0,no,,no,no,no,no,variation,hmh00239-V02,,,
2363,0,no,,no,no,no,no,variation,hmh00239-V03,,,
2364,0,no,,no,no,no,no,variation,hmh00239-V04,,,
2365,0,no,,no,no,no,no,variation,hmh00240-V01,,,
2366,0,no,,no,no,no,no,variation,hmh00240-V02,,,
2367,0,no,,no,no,no,no,variation,hmh00240-V03,,,
2368,0,no,,no,no,no,no,variation,hmh00240-V04,,,
2369,0,no,,no,no,no,no,variation,160,,,
2370,0,no,,no,no,no,no,variation,161-V02,,,
2371,0,no,,no,no,no,no,variation,161-V03,,,
2372,0,no,,no,no,no,no,variation,161-V04,,,
2373,0,no,,no,no,no,no,variation,161-V05,,,
2374,0,no,,no,no,no,no,variation,hmh01851-V01,,,
2375,0,no,,no,no,no,no,variation,hmh01851-V02,,,
2376,0,no,,no,no,no,no,variation,hmh01851-V03,,,
2377,0,no,,no,no,no,no,variation,3311-V01,,,
2378,0,no,,no,no,no,no,variation,3311-V02,,,
2379,0,no,,no,no,no,no,variation,3311-V03,,,
2380,0,no,,no,no,no,no,variation,1221-V01,,,
2381,0,no,,no,no,no,no,variation,1221-V02,,,
2382,0,no,,no,no,no,no,variation,2854-V01,,,
2383,0,no,,no,no,no,no,variation,2853-V01,,,
2384,0,no,,no,no,no,no,variation,1462-V01,,,
2385,0,no,,no,no,no,no,variation,971-V01,,,
2386,0,no,,no,no,no,no,variation,1543,,,
2387,0,no,,no,no,no,no,variation,563,,,
2388,0,no,,no,no,no,no,variation,564,,,
2389,0,no,,no,no,no,no,variation,565,,,
2390,0,no,,no,no,no,no,variation,562-V04,,,
2391,0,no,,no,no,no,no,variation,562-V05,,,
2392,0,no,,no,no,no,no,variation,562-V06,,,
2393,0,no,,no,no,no,no,variation,562-V07,,,
2394,0,no,,no,no,no,no,variation,567,,,
2395,0,no,,no,no,no,no,variation,568,,,
2396,0,no,,no,no,no,no,variation,569,,,
2397,0,no,,no,no,no,no,variation,2396,,,
2398,0,no,,no,no,no,no,variation,566-V05,,,
2399,0,no,,no,no,no,no,variation,566-V06,,,
2400,0,no,,no,no,no,no,variation,566-V07,,,
2401,0,no,,no,no,no,no,variation,566-V08,,,
2402,0,no,,no,no,no,no,variation,2697,,,
2403,0,no,,no,no,no,no,variation,2278,,,
2404,0,no,,no,no,no,no,variation,2279,,,
2405,0,no,,no,no,no,no,variation,1847,,,
2406,0,no,,no,no,no,no,variation,hmh00197-V01,,,
2407,0,no,,no,no,no,no,variation,hmh00197-V02,,,
2408,0,no,,no,no,no,no,variation,hmh00196-V01,,,
2409,0,no,,no,no,no,no,variation,hmh00196-V02,,,
2410,0,no,,no,no,no,no,variation,hmh00194-V01,,,
2411,0,no,,no,no,no,no,variation,hmh00194-V02,,,
2412,0,no,,no,no,no,no,variation,hmh00193-V01,,,
2413,0,no,,no,no,no,no,variation,hmh00193-V02,,,
2414,0,no,,no,no,no,no,variation,588,,,
2415,0,no,,no,no,no,no,variation,589,,,
2416,0,no,,no,no,no,no,variation,590,,,
2417,0,no,,no,no,no,no,variation,591,,,
2418,0,no,,no,no,no,no,variation,2353,,,
2419,0,no,,no,no,no,no,variation,2202,,,
2420,0,no,,no,no,no,no,variation,612,,,
2421,0,no,,no,no,no,no,variation,613,,,
2422,0,no,,no,no,no,no,variation,614,,,
2423,0,no,,no,no,no,no,variation,611-V04,,,
2424,0,no,,no,no,no,no,variation,611-V05,,,
2425,0,no,,no,no,no,no,variation,611-V06,,,
2426,0,no,,no,no,no,no,variation,2806,,,
2427,0,no,,no,no,no,no,variation,2807,,,
2428,0,no,,no,no,no,no,variation,2255-V03,,,
2429,0,no,,no,no,no,no,variation,2255-V04,,,
2430,0,no,,no,no,no,no,variation,2255-V05,,,
2431,0,no,,no,no,no,no,variation,2255-V06,,,
2432,0,no,,no,no,no,no,variation,1974-V01,,,
2433,0,no,,no,no,no,no,variation,1990-V01,,,
2434,0,no,,no,no,no,no,variation,1662-V01,,,
2435,0,no,,no,no,no,no,variation,hmh01194-V01,,,
2436,0,no,,no,no,no,no,variation,1976-V03,,,
2437,0,no,,no,no,no,no,variation,1663-V01,,,
2438,0,no,,no,no,no,no,variation,1937-V01,,,
2439,0,no,,no,no,no,no,variation,1937-V02,,,
2440,0,no,,no,no,no,no,variation,1937-V03,,,
2441,0,no,,no,no,no,no,variation,1937-V04,,,
2442,0,no,,no,no,no,no,variation,2101-V01,,,
2443,0,no,,no,no,no,no,variation,2101-V02,,,
2444,0,no,,no,no,no,no,variation,2101-V03,,,
2445,0,no,,no,no,no,no,variation,2101-V04,,,
2446,0,no,,no,no,no,no,variation,218,,,
2447,0,no,,no,no,no,no,variation,219,,,
2448,0,no,,no,no,no,no,variation,670,,,
2449,0,no,,no,no,no,no,variation,672,,,
2450,0,no,,no,no,no,no,variation,hmh00423-V01,,,
2451,0,no,,no,no,no,no,variation,hmh00424-V01,,,
2452,0,no,,no,no,no,no,variation,674,,,
2453,0,no,,no,no,no,no,variation,676,,,
2454,0,no,,no,no,no,no,variation,673-V04,,,
2455,0,no,,no,no,no,no,variation,1849-V01,,,
