Item Number,Item Name,Item Description,Brief Description,Alternate Lookup,Attribute,Size,Average Unit Cost,Regular Price,MSRP,Custom Price 1,Custom Price 2,Custom Price 3,Custom Price 4,UPC,Tax Code,Order Cost,Order By Unit,Sell By Unit,Item Type,Base Unit of Measure,Income Account,Company Reorder Point,COGS Account,Asset Account,Print Tags,Unorderable,Serial Tracking,Eligible for Commission,Department Name,Department Code,Vendor Name,Vendor Code,Manufacturer,Weight,Qty 1,Qty 2,Qty 3,Qty 4,Qty 5,Qty 6,Qty 7,Qty 8,Qty 9,Qty 10,Qty 11,Qty 12,Qty 13,Qty 14,Qty 15,Qty 16,Qty 17,Qty 18,Qty 19,Qty 20,On Order Qty,Reorder Point 1,Reorder Point 2,Reorder Point 3,Reorder Point 4,Reorder Point 5,Reorder Point 6,Reorder Point 7,Reorder Point 8,Reorder Point 9,Reorder Point 10,Reorder Point 11,Reorder Point 12,Reorder Point 13,Reorder Point 14,Reorder Point 15,Reorder Point 16,Reorder Point 17,Reorder Point 18,Reorder Point 19,Reorder Point 20,Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Eligible for Rewards,Vendor Name 2,UPC 2,Alternate Lookup 2,Order Cost 2,Vendor Name 3,UPC 3,Alternate Lookup 3,Order Cost 3,Vendor Name 4,UPC 4,Alternate Lookup 4,Order Cost 4,Vendor Name 5,UPC 5,Alternate Lookup 5,Order Cost 5,Unit of Measure 1,# of Base Units for UOM 1,UPC for UOM 1,Alternate Lookup for UOM 1,Regular Price for UOM 1,MSRP for UOM 1,Custom Price 1 for UOM 1,Custom Price 2 for UOM 1,Custom Price 3 for UOM 1,Custom Price 4 for UOM 1,Unit of Measure 2,# of Base Units for UOM 2,UPC for UOM 2,Alternate Lookup for UOM 2,Regular Price for UOM 2,MSRP for UOM 2,Custom Price 1 for UOM 2,Custom Price 2 for UOM 2,Custom Price 3 for UOM 2,Custom Price 4 for UOM 2,Unit of Measure 3,# of Base Units for UOM 3,UPC for UOM 3,Alternate Lookup for UOM 3,Regular Price for UOM 3,MSRP for UOM 3,Custom Price 1 for UOM 3,Custom Price 2 for UOM 3,Custom Price 3 for UOM 3,Custom Price 4 for UOM 3,Sync to Mobile,__qty_total__,__on_order_qty__,__regular_price__
1741,Co2 Tank Refill,Co2 Tank Exchange/Refill,,,,1 Pc,19,38,0,38,38,38,38,0691111144686,Tax,33,,,Inventory,Single,,,,,Yes,No,No,No,Environment Control,ENV,System,SYS,airass,0,23,-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,-22.0,0,38.0
1686,Maxi-Jet 500-132GPH Pump,132 GPH Water Pump,,,,1 Box,0,27.32,0,27.32,27.32,27.32,27.32,0051378072205,Tax,13.95,,,Inventory,,,,,,Yes,No,No,No,Components,COM,NGW,NGW,,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,5.0,0,27.32
1692,Y-Connector 10x8x8,10x8x8 Y Duct Connector,,,,1 Pc,3.43636,22.43,0,22.43,22.43,22.43,22.43,6911111643203,Tax,12.6,,,Inventory,,,,,,Yes,No,No,No,Environment Control,ENV,NGW,NGW,,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,6.0,0,22.43
1719,Jet Stream 500GPH Pump,500 GPH Water Pump,,,,1 Box,0,43.99,0,43.99,43.99,43.99,43.99,69111111455547,Tax,0,,,Inventory,,,,,,Yes,Yes,No,No,Components,COM,System,SYS,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,1.0,0,43.99
1742,Co2 Tank Purchase,Co2 20lb Tank Purchase,,,,1 Pc,75.90909,169,0,169,169,169,169,0691111117758,Tax,80,,,Inventory,,,,,,Yes,No,No,No,Environment Control,ENV,,,,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,19.0,0,169.0
1769,4' HO Tripho T5 Bulb (red),54w 2900k Bloom Bulb,,,,1 Pc,4.3281,12.95,0,12.91687,12.95,12.95,12.95,121343691111133758,Tax,4,,,Inventory,,,,,,Yes,No,No,No,Bulbs,BUL,Nickel City Wholesale Garden Supply,NCW,quantum,0,434,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,447.0,0,12.95
1693,Y-Connector 12x12x12,12x12x12 Y Duct Connector,,,,1 Pc,4.2,32.54,0,32.54,32.54,32.54,32.54,0691111114623,Tax,12.6,,,Inventory,,,,,,Yes,No,No,No,Environment Control,ENV,NGW,NGW,,0,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,11.0,0,32.54
1743,Mondi Deluxe 1.2L Mist'n Spray,1.2Lt Mist'n Spray w/ wand,,,,1 Pc,8.9998,15.59,0,15.57933,15.59,15.59,15.59,0876395000341,Tax,9,,,Inventory,,,,,,Yes,No,No,No,Accessories,ACC,Nickel City Wholesale Garden Supply,NCW,Mondi,0,0,-4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,8.0,0,15.59
1876,Ona Pro Spray 6oz,Odor Neutralizing agent Spray,,,,6 Oz,4.71494,10.7,0,10.7,10.7,10.7,10.7,0624493111441,Tax,5.49,,,Inventory,,,,,,Yes,No,No,No,Accessories,ACC,NGW,NGW,ona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0.0,0,10.7
1694,Y-Connector 12x10x10,12x10x10 Y Duct COnnector,,,,1 Pc,0,32.54,0,32.54,32.54,32.54,32.54,0069111106322,Tax,19.2,,,Inventory,,,,,,Yes,No,No,No,Environment Control,ENV,NGW,NGW,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2.0,0,32.54
1806,EcoPlus Pump Fittings (Black),Submersible Pump Fittings (any Size),,,,1 Pc,0,1.95,0,1.95,1.95,1.95,1.95,69111111064652,Tax,0,,,Inventory,,,,,,Yes,No,No,Yes,Components,COM,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0.0,0,1.95
1695,Duct Reducer 6-4,"6""-4"" Duct Reducer",,,,1 Pc,5.1,9.37,0,9.37,9.37,9.37,9.37,0870883009540,Tax,5.1,,,Inventory,,,0,,,Yes,No,No,Yes,Environment Control,ENV,NGW,NGW,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2.0,0,9.37
1746,Flame Defender 2kg,Chemical Fire Extinguisher,,,,1 Box,21.6,43.94,0,43.94,43.94,43.94,43.94,0870883002718,Tax,27,,,Inventory,,,,,,Yes,No,No,No,Environment Control,ENV,NGW,NGW,Flame Defender,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,3.0,0,43.94
1808,4-Outlet Plastic Manifold,4 Outlet Manifold Plastic,,,,1 Pc,0.75,1.46,0,1.46,1.46,1.46,1.46,69111111054477,Tax,0.75,,,Inventory,,,,,,Yes,No,No,No,Components,COM,NGW,NGW,,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,6.0,0,1.46
1835,Time Mist Programmable,programable mist dispenser,,,,1 Box,21,73.26,0,73.3,73.26,73.26,73.26,0043725054507,Tax,35,,,Inventory,,,,,,Yes,No,No,No,Accessories,ACC,NGW,NGW,Time Mist,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,20.0,0,73.26
1863,"Ultragrow Re-Cool Tube 6""",Cool tube fixture,,,,1 Box,0,122.14,0,122.14,122.14,122.14,122.14,6911111461055,Tax,0,,,Inventory,,,,,,Yes,No,No,No,Lighting Equipment,LTE,Nickel City Wholesale Garden Supply,NCW,Ultragrow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0.0,0,122.14
1697,"Duct Reducer 10""- 8""","10""-8"" Duct Reducer",,,,1 Pc,5.84,13.19,0,13.19,13.19,13.19,13.19,0870883009564,Tax,7.3,,,Inventory,,,,,,Yes,No,No,No,Environment Control,ENV,NGW,NGW,,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,3.0,0,13.19
1809,6-Outlet Plastic Manifold,6 Outlet Manifold Plastic,,,,1 Pc,1,2.88,0,2.88,2.88,2.88,2.88,0691111114695,Tax,1.5,,,Inventory,Single,,,,,Yes,No,No,No,Components,COM,NGW,NGW,,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,4.0,0,2.88
1888,Hanna Combo Meter (Black),Hanna EC/TDS/pH/Temp,,,,1 Box,116.858,194.95,0,194.99092,194.95,194.95,194.95,6911111110646,Tax,116.95,,,Inventory,,,,,,Yes,No,No,No,Accessories,ACC,NGW,NGW,Hanna,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,3.0,0,194.95
1636,"6"" Round Mesh Bottom Pot","6"" Pot w/ mesh Bottom",,,,1 Pc,0.81805,1.47,0,1.47,1.47,1.47,1.47,69111111111460,Tax,0.75,,,Inventory,,,,,,Yes,No,No,No,Pots/Containers,POT,NGW,NGW,,0,245,-37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,208.0,0,1.47
1889,Grubbycup's Simple Hydro,Grubbycup book,,,,1 pc,2.51842,6.79,0,6.8,6.79,6.79,6.79,9780615453521,Tax,4.95,,,Inventory,,,,,,Yes,No,No,No,Accessories,ACC,System,SYS,,0,22,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,16.0,0,6.79
1637,"8"" Round Mesh Bottom Pot","8"" Pot w/ Mesh Bottom",,,,1 Pc,1.62,2.93,0,2.93,2.93,2.93,2.93,0691111114507,Tax,1.62,,,Inventory,,,,,,Yes,No,No,No,Pots/Containers,POT,NGW,NGW,,0,0,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,-11.0,0,2.93
1726,Venture 1000w MH,"115,000 Lumens 1000w MH",,,,1 Pc,0,84.02,0,84.02,84.02,84.02,84.02,6911111145455,Tax,37,,,Inventory,,,,,,Yes,No,No,No,Lighting Equipment,LTE,NGW,NGW,Venture,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,9.0,0,84.02
1784,Maxi-Jet 750-230GPH Pump,230 GPH Submersible Pump,,,,1 Box,0,34.16,0,34.16,34.16,34.16,34.16,0051378072304,Tax,17.65,,,Inventory,,,,,,Yes,No,No,No,Components,COM,NGW,NGW,Maxi-Jet,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,-2.0,0,34.16
1811,10-Outlet Plastic Manifold,10 Outlet Manifold Plastic,,,,1 Pc,2.5,4.84,0,4.84,4.84,4.84,4.84,0691111056484,Tax,2.5,,,Inventory,,,,,,Yes,No,No,No,Components,COM,NGW,NGW,,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,6.0,0,4.84
1890,Rockwool Conditioner,Europonic Rockwool neutralizer,,,,1 Qt,0,14.66,0,14.66,14.66,14.66,14.66,0659627006003,Tax,7.1,,,Inventory,,,,,,Yes,No,No,No,Nutrients,NUT,NGW,NGW,Hydrodynamics,0,0,-1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,7.0,0,14.66
1638,"10"" Round Mesh Bottom Pot","10"" Pot w/ Mesh Bottom",,,,1 Pc,0,3.42,0,3.42,3.42,3.42,3.42,0069111110541,Tax,1.92,,,Inventory,,,,,,Yes,No,No,No,Nutrients,NUT,NGW,NGW,,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,-3.0,0,3.42
1839,Impeller Replacement #3-5,"For Models 3, 5, 350 & 500",,,,1 Pc,7.15909,19.5,0,19.5,19.5,19.5,19.5,0025033125759,Tax,11.25,,,Inventory,,,,,,Yes,No,No,No,Components,COM,NGW,NGW,Pondmaster,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,4.0,0,19.5
1883,Bonticare 25gal Lid Only,25 Gallon Resevoir lid Only,,,,1 Pc,0,46.99,0,46.99,46.99,46.99,46.99,6391111164164,Tax,0,,,Inventory,,,,,,Yes,No,No,No,Complete Systems,SYS,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2.0,0,46.99
1813,Power Cord 120v,120v Ballast Power cord,,,,1 Pc,0.00001,9.73,0,9.7,9.73,9.73,9.73,0691111077645,Tax,0,,,Inventory,,,,,,Yes,No,No,No,Accessories,ACC,Nickel City Wholesale Garden Supply,NCW,,0,20,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,54.0,0,9.73
1840,CT-DH-3X,CT-DH-3,,,,1 Box,0,233.45,0,233.45,233.45,233.45,233.45,0741559010132,Tax,180,,,Inventory,,,,,,Yes,No,No,No,Environment Control,ENV,Nickel City Wholesale Garden Supply,NCW,Greenair Products,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0.0,0,233.45
1640,"1.5"" Neoprene Inserts","1.5"" Neoprene",,,,1 Pc,0.31999,0.6,0,0.6,0.6,0.6,0.6,0691111106455,Tax,0.32,,,Inventory,,,,,,Yes,No,No,No,Accessories,ACC,NGW,NGW,,0,99,-264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,-165.0,0,0.6
1702,"6"" Flange (white box)","6"" Flange",,,,1 Box,0,10.7,0,10.7,10.7,10.7,10.7,6911114522501,Tax,0,,,Inventory,,,,,,Yes,No,No,No,Environment Control,ENV,NGW,NGW,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,1.0,0,10.7
1869,Miwaukee PPM Probe Replacement,PPM Probe Relacement MA911 B/1,,,,1 Box,0,55.67,0,55.7,55.67,55.67,55.67,0810666009008,Tax,0,,,Inventory,,,,,,Yes,No,No,Yes,Accessories,ACC,NGW,NGW,Milwaukee,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,1.0,0,55.67
1899,Sunblaster 3' Reflector,Nanotech Reflector for 3' Sunblaster T5 fixtures,,,,1 Pc,10.5,9.95,0,9.95,9.95,9.95,9.95,0692236090827,Tax,10.5,,,Inventory,Single,,,,,Yes,No,No,No,Lighting Equipment,LTE,NGW,NGW,Sunblaster,0,9,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,40.0,0,9.95
1641,"Black Tubing 1/4""","1/4"" Black Drip line Tube",,,,1 Foot,0.04068,0.29,0,0.29,0.29,0.29,0.29,6911111054554,Tax,0.05,,,Inventory,,,,,,Yes,No,No,No,Components,COM,NGW,NGW,,0,985,-653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,332.0,0,0.29
1870,MA850 Probe Replacement,Milwaukee MA850,,,,1 Pc,40,96.72,0,96.7,96.72,96.72,96.72,0810666009152,Tax,40,,,Inventory,,,,,,Yes,No,No,No,Accessories,ACC,NGW,NGW,Milwaukee,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,1.0,0,96.72
1671,Praying Mantis Egg 2ct - SO,Special Order 2 Praying Mantis Egg,,,,1 Egg,0,9.73,0,9.73,9.73,9.73,9.73,0691111064335,Tax,4.95,,,Inventory,,,,,,Yes,No,No,No,Pest Control,PST,System,SYS,Natures Control,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,5.0,0,9.73
1705,pH1 Eco Testr,pH Eco Tester,,,,1 Pc,30.56,69.35,0,69.4,69.35,69.35,69.35,0691111106432,Tax,30.56,,,Inventory,,,,,,Yes,No,No,No,Accessories,ACC,NGW,NGW,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0.0,0,69.35
1732,Mykos 30 Lb,Mykos 30 Soluable,,,,1 Lb,0,4.88,0,4.88,4.88,4.88,4.88,0691111105572,Tax,0,,,Inventory,,,,,,Yes,No,No,No,Nutrients,NUT,Nickel City Wholesale Garden Supply,NCW,Extreme gardening,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0.0,0,4.88
1844,Hydroplex 0-10-10 Gal,"Bloom Booster Botanicare
0-10-10",,,,1 Gal,54,115,0,115,115,115,115,0757900261283,Tax,54,,,Inventory,Single,,,,,Yes,No,No,No,Nutrients,NUT,NGW,NGW,Botanicare,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2.0,0,115.0
1673,perlite Large 4 cf.,perlite 4 cf.,,,,4 cf.,10,32.95,0,32.95,32.95,32.95,32.95,0069111146328,Tax,10,,,Inventory,Single,,,,,Yes,No,No,No,Media,MED,System,SYS,thermorock,0,2,-4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,-1.0,0,32.95
1706,Payload Pressing Screen,Pressing Screen for guano Filtration Bags,,,,1 Pc,0,19.99,0,20.01479,19.99,19.99,19.99,69111111050421,Tax,0,,,Inventory,,,,,,Yes,No,No,No,Accessories,ACC,NGW,NGW,Payload,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0.0,0,19.99
1917,FloraDuo (Part-A) 6Gal,6 Gallon FloraDuo Base Nutrient Part-A,,,,6 Gal,18.75,146.63,0,146.63,146.63,146.63,146.63,0793094016759,Tax,75,,,Inventory,,,,,,Yes,No,No,No,Nutrients,NUT,Nickel City Wholesale Garden Supply,NCW,General Hydroponics,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,3.0,0,146.63
1674,Big Bloom 2.5Gal,Bloom Formula,,,,2.5 Gal,63.59,114.32,0,114.32,114.32,114.32,114.32,0752289790911,Tax,63.35,,,Inventory,,,,,,Yes,No,No,No,Nutrients,NUT,Nickel City Wholesale Garden Supply,NCW,Fox Farm,0,0,-3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2.0,0,114.32
1846,Grow Bag 3Gal 25Pk,25 Pack of 3 Gallon Grow Bags,,,,1 pice,0.17925,0.27,0,0.27,0.27,0.27,0.27,0870883009335,Tax,0.19,,,Inventory,Single,,,,,Yes,No,No,No,Pots/Containers,POT,NGW,NGW,,0,14,-63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,-49.0,0,0.27
1675,Fox Farm Big Bloom 5Gal,Fox Farm Big Bloom 5Gal,,,,5 Gal,142,236,0,236,236,236,236,0752289790928,Tax,142,,,Inventory,,,,,,Yes,No,No,No,Nutrients,NUT,Nickel City Wholesale Garden Supply,NCW,Fox farm,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2.0,0,236.0
1847,"CAN Max-Fan 6""","6"" CAN Max Fan 334 CFM inline fan",,,,1 Box,118.61034,192.88,0,192.88,192.88,192.88,192.88,0840470002209,Tax,118.64,,,Inventory,,,,,,Yes,No,No,No,Environment Control,ENV,NGW,NGW,CAN,0,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,9.0,0,192.88
1937,Monster Controller Only,Controller Unit for Monster ebb & grow system,,,,1 Pc,215,351.85,0,351.85,351.85,351.85,351.85,,Tax,215,,,Inventory,,,,,,Yes,No,No,No,Complete Systems,SYS,Nickel City Wholesale Garden Supply,NCW,CAP,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2.0,0,351.85
1736,Hortilux 940w B Conversion,HPS Conversion Bulb,,,,1 Box,0,195.45,0,195.5,195.45,195.45,195.45,0639125626507,Tax,120,,,Inventory,,,,,,Yes,No,No,No,Bulbs,BUL,NGW,NGW,Hortilux,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,4.0,0,195.45
