key,sku,handle,title,primary_category,categories,brand,brand_invalid_reason
"sku:1717","1717","ona-mist-dispenser","Ona Mist Dispenser","odor_control","odor_control","ONA",""
"sku:1876","1876","odor-neutralizing-agent-spray","Odor Neutralizing agent Spray","odor_control","odor_control","ona",""
"sku:1861","1861","ona-mist-fresh-linen-scent","Ona Mist fresh Linen Scent","odor_control","odor_control","ONA",""
"sku:1862","1862","ona-fresh-linen-gel","Ona Fresh Linen Gel","odor_control","odor_control","ONA",""
"sku:1890","1890","europonic-rockwool-neutralizer","Europonic Rockwool neutralizer","odor_control","odor_control","Grodan",""
"sku:1920","1920","fresh-linen","Fresh Linen","odor_control","odor_control","ona",""
"sku:1909","1909","pro-gel-for-breeze","Pro Gel for breeze","odor_control","odor_control","ONA",""
"sku:1996","1996","600cfm-6-canlite-carbon-filter","600cfm 6""  canlite carbon filter","odor_control","odor_control","Can-lite",""
"sku:1997","1997","1000cfm-8-canlite-carbon-filter","1000cfm 8"" canlite Carbon Filter","odor_control","odor_control","Can-lite",""
"sku:1998","1998","1500cfm-10-canlite-carbon-filter","1500cfm 10"" canlite Carbon Filter","odor_control","odor_control","Can-lite",""
"sku:1947","1947","1400-cfm-canlite-carbon-filter","1400 CFM canlite  Carbon filter","odor_control","odor_control","Can-lite",""
"sku:1999","1999","1800cfm-12-canlite-carbon-fiter","1800cfm 12"" canlite Carbon Fiter","odor_control","odor_control","Can-lite",""
"sku:2137","2137","ona-pro-mist-time-spray","ONA Pro mist time spray","odor_control","odor_control","ONA",""
"sku:168","168","ona-gel-fresh-linen-scent","Ona Gel Fresh Linen Scent","odor_control","odor_control","ONA",""
"sku:169","169","ona-gel-fresh-linen-scent","Ona gel Fresh Linen Scent","odor_control","odor_control","ONA",""
"sku:170","170","ona-block-fresh-linen-scent","Ona Block Fresh Linen Scent","odor_control","odor_control","ONA",""
"sku:171","171","ona-pro-block-odor-neutralizer","Ona Pro Block Odor Neutralizer","odor_control","odor_control","ONA",""
"sku:172","172","ona-block-polar-crystal-scent","Ona Block Polar Crystal Scent","odor_control","odor_control","ONA",""
"sku:173","173","ona-breeze-gel-dispenser","Ona Breeze Gel Dispenser","odor_control","odor_control","ONA",""
"sku:182","182","ona-liquid-fesh-linen-scent","Ona Liquid Fesh Linen Scent","odor_control","odor_control","ONA",""
"sku:183","183","ona-gel-fresh-linen-scent","Ona Gel Fresh Linen Scent","odor_control","odor_control","ONA",""
"sku:535","535","4-flange-for-can-filter-for-model-2600-9000-filters","4"" Flange for CAN Filter for model 2600, 9000 filters","odor_control","odor_control","Can-Filter",""
"sku:536","536","6-flange-for-can-filter","6"" Flange for CAN Filter","odor_control","odor_control","Can-Filter",""
"sku:537","537","8-flange-for-can-filter","8"" Flange for CAN Filter","odor_control","odor_control","Can-Filter",""
"sku:539","539","12-flange-for-can-filter","12"" Flange for CAN Filter","odor_control","odor_control","Can-Filter",""
"sku:1003","1003","carbon-filter-replacement-for-stealth-ro-100-200-small-boy-greenblock-","Carbon Filter Replacement for Stealth RO 100/200 & Small Boy (Greenblock)","odor_control","odor_control","Stealth RO",""
"sku:1023","1023","replacement-carbon-filter-for-big-boy","Replacement Carbon Filter for Big Boy","odor_control","odor_control","Hydro-Logic",""
"sku:1027","1027","replacement-carbon-filter-for-tall-boy-tall-blue","Replacement Carbon Filter for Tall Boy & Tall Blue","odor_control","odor_control","Hydro-Logic",""
"sku:1437","1437","big-boy-de-chlorinator-sediment-filter-w-upgraded-kdf85-catalytic-carbon-filter","Big Boy De-Chlorinator & Sediment Filter w/ Upgraded KDF85 Catalytic Carbon Filter","odor_control","odor_control","Hydro-Logic",""
"sku:1438","1438","small-boy-de-chlorinator-sediment-filter-w-upgraded-kdf85-catalytic-carbon-filter","Small Boy De-Chlorinator & Sediment Filter w/ upgraded KDF85 Catalytic Carbon Filter","odor_control","odor_control","Hydro-Logic",""
"sku:1439","1439","tall-boy-outdoor-de-chlorinator-sediment-filter-w-upgrade-kdf85-catalytic-carbon-filter","Tall Boy Outdoor De-Chlorinator & Sediment Filter w/ Upgrade KDF85 Catalytic Carbon Filter","odor_control","odor_control","Hydro-Logic",""
"sku:1913","1913","ona-gallon-polar-crystal-liquid","ONA gallon Polar Crystal Liquid","odor_control","odor_control","ONA",""
"sku:2119","2119","4-canlite-filter-225-cfm","4"" canlite filter 225 CFM","odor_control","odor_control","Can-lite",""
"sku:2122","2122","2200-cfm-canlite-carbon-filter-14-","2200 CFM canlite carbon filter 14""","odor_control","odor_control","Can-lite",""
"sku:2164","2164","ona-pro-gel-gallon","Ona pro gel gallon","odor_control","odor_control","ONA",""
"sku:2305","2305","one-spray","one spray","odor_control","odor_control","ONA",""
"sku:2444","2444","canlite-6-mini-filter-420-cfm","canlite 6"" mini filter 420 CFM","odor_control","odor_control","Can-lite",""
"sku:2481","2481","8-inch-can-lite-pre-filter","8 inch can lite pre filter","odor_control","odor_control","Can-lite",""
"sku:2482","2482","6-inch-pre-filter-can-lite","6 inch pre filter can lite","odor_control","odor_control","Can-lite",""
"sku:2488","2488","ona-gel-apple","ona gel apple","odor_control","odor_control","ONA",""
"sku:2489","2489","ona-gel-apple-for-odorstop","ONA gel Apple for odorstop","odor_control","odor_control","ONA",""
"sku:2523","2523","ona-spray-spple-crumble-scent","ona spray spple crumble scent","odor_control","odor_control","ONA",""
"sku:2718","2718","the-ona-gel-is-our-most-popular-product-we-spent-many-years-developing-a-blend-of-ona-liquid-and-various-suspension-elements-to-result-in-a-product-that-has-excellent-dispersion-qualities-the-ona-odor-agents-are-released-in-a-controlled-manner-so-that-every-drop-of-this-excellent-product-is-fully-optimized-","The Ona Gel is our most popular product. We spent many years developing a blend of Ona Liquid and various suspension elements to result in a product that has excellent dispersion qualities. The Ona odor agents are released in a controlled manner so that every drop of this excellent product is fully optimized.","odor_control","odor_control","ONA",""
"sku:2719","2719","the-ona-gel-is-our-most-popular-product-we-spent-many-years-developing-a-blend-of-ona-liquid-and-various-suspension-elements-to-result-in-a-product-that-has-excellent-dispersion-qualities-the-ona-odor-agents-are-released-in-a-controlled-manner-so-that-every-drop-of-this-excellent-product-is-fully-optimized-","The Ona Gel is our most popular product. We spent many years developing a blend of Ona Liquid and various suspension elements to result in a product that has excellent dispersion qualities. The Ona odor agents are released in a controlled manner so that every drop of this excellent product is fully optimized.","odor_control","odor_control","ONA",""
"sku:3047","3047","ozone-generator-5-500-cu-ft-","Ozone Generator 5,500 cu.Ft.","odor_control","odor_control","Unknown",""
"sku:399","399","can-lite-pre-filter-10-","Can-Lite pre filter 10""","odor_control","odor_control","Can-lite",""
"sku:453","453","big-boy-kdf85-catalytic-carbon-filter","Big Boy KDF85/Catalytic Carbon filter","odor_control","odor_control","Unknown",""
"sku:pest-zero-tolerance-pest-","pest-zero-tolerance-pest-","zero-tolerance-pest-control-gal","Zero Tolerance Pest Control gal","pest_control","pest_control","Zero Tolerance",""
"sku:pest-zero-tolerance-herba","pest-zero-tolerance-herba","zero-tolerance-herbal-fungicide-gal","Zero Tolerance Herbal Fungicide gal","pest_control","pest_control","Zero Tolerance",""
"sku:pest-timemist-plus-progra","pest-timemist-plus-progra","timemist-plus-programmable-dispenser-2","TimeMist Plus Programmable Dispenser","pest_control","pest_control","TimeMist",""
"sku:pest-timemist-purge-i-3-2","pest-timemist-purge-i-3-2","timemist-purge-i-3-2-oz","TimeMist Purge I - 3.2 oz","pest_control","pest_control","TimeMist",""
"sku:pest-stick-thrip-leafmine","pest-stick-thrip-leafmine","stick-thrip-leafminer-trap-5-pack","Stick Thrip Leafminer Trap 5/Pack","pest_control","pest_control","Unknown",""
"sku:pest-garden-fungicide-32-","pest-garden-fungicide-32-","garden-fungicide-32-oz","Garden Fungicide 32 oz","pest_control","pest_control","Unknown",""
"sku:pest-garden-fungicide-1-g","pest-garden-fungicide-1-g","garden-fungicide-1-gal","Garden Fungicide 1 gal","pest_control","pest_control","Unknown",""
"sku:pest-doktor-doom-spider-m","pest-doktor-doom-spider-m","doktor-doom-spider-mite-knock-out","Doktor Doom Spider Mite Knock Out","pest_control","pest_control","Unknown",""
"handle:replacemnt-probe-for-control-wizard-accurate-ph3-meter","hmh00978","replacemnt-probe-for-control-wizard-accurate-ph3-meter","Replacemnt probe for Control Wizard Accurate pH3 Meter","ph_meters","ph_meters","H Moon Hydro",""
"handle:ph-200-waterproof-ph-meter-2","hmh00974","ph-200-waterproof-ph-meter-2","PH-200: Waterproof pH Meter","ph_meters","ph_meters","H Moon Hydro",""
"handle:ph-probe-electrode-3-lead-wire","hmh00976","ph-probe-electrode-3-lead-wire","pH probe electrode 3' lead wire","ph_meters","ph_meters","H Moon Hydro",""
"handle:ph-test-kit-1-oz","hmh00995","ph-test-kit-1-oz","pH Test Kit 1 oz","ph_meters","ph_meters","H Moon Hydro",""
"handle:ph-7-0-calibration-solution-8-oz","hmh00991","ph-7-0-calibration-solution-8-oz","pH 7.0 Calibration Solution 8 oz.","ph_meters","ph_meters","H Moon Hydro",""
"handle:ph-7-0-calibration-solution-qt","hmh00992","ph-7-0-calibration-solution-qt","pH 7.0 Calibration Solution qt.","ph_meters","ph_meters","H Moon Hydro",""
"handle:ph-4-01-calibration-solution-8-oz","hmh00989","ph-4-01-calibration-solution-8-oz","pH 4.01 Calibration Solution 8 oz.","ph_meters","ph_meters","H Moon Hydro",""
"handle:ph-4-01-calibration-solution-qt","hmh00990","ph-4-01-calibration-solution-qt","pH 4.01 Calibration Solution qt.","ph_meters","ph_meters","H Moon Hydro",""
"handle:nutradip-ph-meter","hmh01233","nutradip-ph-meter","Nutradip pH Meter","ph_meters","ph_meters","Nutradip",""
"handle:nutradip-ec-tds-ppm-meter","hmh01232","nutradip-ec-tds-ppm-meter","Nutradip EC TDS PPM Meter","ph_meters","ph_meters","Nutradip",""
"handle:8-oz-twin-pack-electrode-cleaning-solution-a-b","hmh00966","8-oz-twin-pack-electrode-cleaning-solution-a-b","8 oz twin pack electrode cleaning solution #A & #B","ph_meters","ph_meters","H Moon Hydro",""
"handle:8oz-electrode-storage-solution","hmh00967","8oz-electrode-storage-solution","8oz electrode storage solution","ph_meters","ph_meters","H Moon Hydro",""
"handle:1500-ppm-calibration-solution-8-oz","hmh00993","1500-ppm-calibration-solution-8-oz","1500 ppm Calibration Solution 8 oz.","ph_meters","ph_meters","H Moon Hydro",""
"sku:1950","1950","probe-replacement-for-ph-3-pen","Probe Replacement for pH-3 Pen","ph_meters","ph_meters","Control Wizard",""
"sku:337","337","4-01-meter-calibration-solution","4.01 Meter Calibration Solution","ph_meters","ph_meters","General Hydroponics",""
"sku:338","338","7-0-meter-calibration-solution","7.0 Meter Calibration Solution","ph_meters","ph_meters","General Hydroponics",""
"sku:303","303","4-01-meter-calibration-solution","4.01 Meter Calibration Solution","ph_meters","ph_meters","General Hydroponics",""
"sku:305","305","7-0-meter-calibration-solution","7.0 Meter Calibration Solution","ph_meters","ph_meters","General Hydroponics",""
"sku:652","652","ph-test-kit","pH Test Kit","ph_meters","ph_meters","General Hydroponics",""
"sku:1433","1433","-2-8oz-bottles-electrode-cleaner","(2)-8oz Bottles Electrode Cleaner","ph_meters","ph_meters","Unknown",""
"sku:1035","1035","milwaukee-ph-meter","Milwaukee pH Meter","ph_meters","ph_meters","Milwaukee",""
"sku:1208","1208","calibration-solution","Calibration Solution","ph_meters","ph_meters","Unknown",""
"sku:1047","1047","tds-meter","TDS Meter","ph_meters","ph_meters","HM Digital",""
"sku:1209","1209","calibration-solution-2-8oz-bottles","Calibration Solution (2)-8oz Bottles","ph_meters","ph_meters","Unknown",""
"sku:1210","1210","ph-7-01-buffer-calibration-solution","pH 7.01 Buffer Calibration Solution","ph_meters","ph_meters","Unknown",""
"sku:1049","1049","milwaukee-ph-ec-tds-meter","Milwaukee pH/EC/TDS Meter","ph_meters","ph_meters","Milwaukee",""
"sku:1211","1211","calibration-solution","Calibration Solution","ph_meters","ph_meters","Unknown",""
"sku:1212","1212","calibration-solution","Calibration Solution","ph_meters","ph_meters","Unknown",""
"sku:1213","1213","calibration-solution","Calibration Solution","ph_meters","ph_meters","Unknown",""
"sku:1040","1040","-ma73600-replace-probe-ph-51","(MA73600)REPLACE.PROBE/PH 51","ph_meters","ph_meters","Milwaukee",""
"sku:1510","1510","probe-only-for-ph-3-handheld-meter","Probe Only for pH-3 handheld meter","ph_meters","ph_meters","HM Digital",""
"sku:2134","2134","battery-for-cwp-ph-3-handheld-ph-meter","Battery for CWP ph-3 handheld pH meter","ph_meters","ph_meters","Unknown",""
"sku:2222","2222","cw-ph-meter-w-remote-probe-495","CW pH meter w/ remote probe 495","ph_meters","ph_meters","Unknown",""
"sku:3394","3394","soil-ph-tester-test-ph-levels","Soil pH Tester - Test pH levels","ph_meters","ph_meters","rapist",""
"sku:3555","3555","luster-leaf-digital-ph-meter","Luster Leaf Digital Ph meter","ph_meters","ph_meters","luster Leaf",""
"handle:mondi-propagation-tray-insert-55","hmh01198","mondi-propagation-tray-insert-55","Mondi Propagation Tray Insert 55","propagation","propagation","Mondi",""
"handle:mondi-propagation-tray","hmh01197","mondi-propagation-tray","Mondi Propagation Tray","propagation","propagation","Mondi",""
"handle:mondi-mini-greenhouse-humidity-dome-7-with-vents","hmh01196","mondi-mini-greenhouse-humidity-dome-7-with-vents","Mondi Mini Greenhouse Humidity Dome 7"" with vents","propagation","propagation","Mondi",""
"handle:mondi-mini-greenhouse-humidity-dome-4-with-vents","hmh01195","mondi-mini-greenhouse-humidity-dome-4-with-vents","Mondi Mini Greenhouse Humidity Dome 4"" with vents","propagation","propagation","Mondi",""
"handle:hydrodynamics-clonex-mist-100-ml","hmh01744","hydrodynamics-clonex-mist-100-ml","HydroDynamics Clonex Mist 100 ml","propagation","propagation","Clonex",""
"handle:hydrodyamics-clonex-mist-300ml","hmh01745","hydrodyamics-clonex-mist-300ml","Hydrodyamics Clonex Mist 300Ml","propagation","propagation","Clonex",""
"handle:heat-mat-dual-tray","hmh01418","heat-mat-dual-tray","Heat Mat Dual Tray","propagation","propagation","H Moon Hydro",""
"handle:heat-mat-single-tray","hmh01417","heat-mat-single-tray","Heat Mat Single Tray","propagation","propagation","H Moon Hydro",""
"handle:heat-mat-thermostat","hmh01419","heat-mat-thermostat","Heat Mat Thermostat","propagation","propagation","H Moon Hydro",""
"handle:clonex-mist-750ml-rtu","hmh01746","clonex-mist-750ml-rtu","Clonex mist 750ml RTU","propagation","propagation","Clonex",""
"handle:clonex-mist-concentrate-qt","hmh01747","clonex-mist-concentrate-qt","Clonex Mist Concentrate Qt.","propagation","propagation","Clonex",""
"handle:clonex-mist-100ml-spray-bottle","hmh01359","clonex-mist-100ml-spray-bottle","Clonex Mist 100ml Spray Bottle","propagation","propagation","Clonex",""
"handle:athena-cuts-rooting-gel-7-oz","","athena-cuts-rooting-gel-7-oz","Athena Cuts Rooting Gel 7 oz.","propagation","propagation","Athena",""
"handle:athena-cuts-rooting-gel-compound-14oz","","athena-cuts-rooting-gel-compound-14oz","Athena Cuts Rooting Gel Compound - 14oz","propagation","propagation","Athena",""
"sku:1856","1856","propagation-solution","Propagation solution","propagation","propagation","FHD",""
"sku:1662","1662","7-humididty-dome-vented-mini-greenhouse-","7"" Humididty Dome Vented (mini greenhouse)`","propagation","propagation","Mondi",""
"sku:1663","1663","4-humidity-dome-vented-mini-greenhouse-","4"" Humidity Dome Vented (mini greenhouse)","propagation","propagation","Mondi",""
"sku:2017","2017","rooting-compound-gel-hormone","Rooting compound gel hormone","propagation","propagation","EZ Clone",""
"sku:2076","2076","humidity-dome-for-pt-cloner","Humidity dome for PT cloner","propagation","propagation","FHD",""
"sku:354","354","clone-seedling-solution","Clone & Seedling Solution","propagation","propagation","Botanicare",""
"sku:355","355","clone-seedling-solution","Clone & Seedling Solution","propagation","propagation","Botanicare",""
"sku:356","356","clone-seedling-solution","Clone & Seedling Solution","propagation","propagation","Botanicare",""
"sku:357","357","clone-seedling-solution","Clone & Seedling Solution","propagation","propagation","Botanicare",""
"sku:2093","2093","rooting-gel-root-juice","rooting gel root juice","propagation","propagation","NSR",""
"sku:293","293","heat-mat-thermostat","Heat Mat Thermostat","propagation","propagation","Hydrofarm",""
"sku:301","301","gel-rooting-hormone","Gel Rooting Hormone","propagation","propagation","Botanicare",""
"sku:1322","1322","rooting-hormone","Rooting Hormone","propagation","propagation","Olivia's",""
"sku:395","395","rapid-rooter-mat","Rapid Rooter Mat","propagation","propagation","Rapid Rooter",""
"sku:396","396","starter-tray-50-cell-plugs","Starter Tray 50 Cell & Plugs","propagation","propagation","General Hydroponics",""
"sku:506","506","black-10x20-propagation-trayw-slits","Black 10x20 Propagation trayw/slits","propagation","propagation","Mondi",""
"sku:437","437","12x48-seedling-heat-mat","12x48 Seedling Heat Mat","propagation","propagation","Sunlight Supply",""
"sku:438","438","heat-mat-for-10x20-tray","Heat Mat for 10x20 Tray","propagation","propagation","Sunlight Supply",""
"sku:854","854","rooting-hormone-gel","Rooting Hormone Gel","propagation","propagation","Clonex",""
"sku:454","454","50-rapid-rooter-plugs","50 Rapid Rooter Plugs","propagation","propagation","Rapid Rooter",""
"sku:862","862","gel-rooting-hormone","Gel Rooting Hormone","propagation","propagation","Atami",""
"sku:868","868","gel-rooting-hormone","Gel Rooting Hormone","propagation","propagation","Clonex",""
"sku:869","869","gel-rooting-hormone","Gel Rooting Hormone","propagation","propagation","Clonex",""
"sku:870","870","clone-seedling-solution","Clone & Seedling Solution","propagation","propagation","hydrodynamics",""
"sku:871","871","clone-seedling-solution","Clone & Seedling Solution","propagation","propagation","Clonex",""
"sku:710","710","30-site-cloner","30 Site Cloner","propagation","propagation","EZ Clone",""
"sku:872","872","clone-seedling-solution","Clone & Seedling Solution","propagation","propagation","Olivia's",""
"sku:873","873","clone-seedling-solution","Clone & Seedling Solution","propagation","propagation","Olivia's",""
"sku:712","712","128-site-cloner","128 Site Cloner","propagation","propagation","EZ Clone",""
"sku:859","859","gel-rooting-hormone","Gel Rooting Hormone","propagation","propagation","Olivia's",""
"sku:833","833","360-aeroponic-sprayer-for-ez-clone-machine","360 Aeroponic Sprayer for EZ Clone Machine","propagation","propagation","EZ Clone",""
"sku:861","861","gel-rooting-hormone","Gel Rooting Hormone","propagation","propagation","Atami",""
"sku:2118","2118","rooting-gel-hormone","Rooting gel hormone","propagation","propagation","EZ Clone",""
"sku:2109","2109","nano-dome-7-vented-sunblaster-t5-light","Nano Dome 7"" Vented sunblaster t5 light","propagation","propagation","SunBlaster",""
"sku:2195","2195","2-50-count-sheet-of-oasis-root-cubes-in-propagation-tray","2"" 50 count sheet of oasis root cubes in Propagation tray","propagation","propagation","Oasis",""
"sku:2308","2308","clonex-mist-vitamihns","Clonex mist vitamihns","propagation","propagation","Clonex",""
"sku:2391","2391","1-inch-starter-plugs-squares-unwrapped","1 inch starter plugs squares unwrapped","propagation","propagation","Grodan",""
"sku:2442","2442","ez-clone-cloner-16-spots-sites","ez clone cloner 16 spots sites","propagation","propagation","EZ Clone",""
"sku:2434","2434","cloning-machine","cloning machine","propagation","propagation","EZ Clone",""
"sku:2484","2484","clonex-gel","clonex gel","propagation","propagation","Clonex",""
"sku:2324","2324","rooting-gel-hormone-dyna-gro-root-gel","rooting gel hormone dyna gro root-gel","propagation","propagation","Dyna-Gro",""
"sku:2486","2486","clear-rez-chlorine-ez-clone","clear rez chlorine ez clone","propagation","propagation","EZ Clone",""
"sku:2503","2503","ez-clone-cloner-64-site-sites","ez-clone cloner 64 site sites","propagation","propagation","EZ Clone",""
"sku:2651","2651","use-this-individually-wrapped-sterilized-scalpel-for-all-your-plant-cuttings-a-sterile-scalpel-will-help-prevent-disease-and-damage-to-any-cutting-","Use this individually wrapped sterilized scalpel for all your plant cuttings. A sterile scalpel will help prevent disease and damage to any cutting.","propagation","propagation","Growers Edge",""
"sku:2688","2688","rx-green-cloning-solution-gall","RX Green Cloning Solution Gall","propagation","propagation","rx solutions",""
"sku:2993","2993","clonex-mist-750-ml","Clonex Mist 750 ML","propagation","propagation","Clonex",""
"sku:3009","3009","turboklone-t24-cloner-turbo-mini-with-dome","TurboKlone T24 Cloner Turbo Mini with dome","propagation","propagation","Turbo Klone",""
"sku:3010","3010","turboklone-t48-klone-dome","TurboKlone T48 Klone & Dome","propagation","propagation","Turbo Klone",""
"sku:3011","3011","turboklone-klone-collars-1-52-pack-1-6-","TurboKlone Klone Collars (1=52/Pack)-1.6""","propagation","propagation","Turbo Klone",""
"sku:3036","3036","clonex-mist-concentrate-qt","Clonex Mist Concentrate QT","propagation","propagation","Clonex",""
"sku:3040","3040","clonex-propagation-packet-20-ml-makes-1-gal-","Clonex propagation packet 20 mL / makes 1 Gal.","propagation","propagation","Clonex",""
"sku:3066","3066","2-ft-x-4-ft-propagation-tray","2 ft x 4 ft Propagation Tray","propagation","propagation","Unknown",""
"sku:376","376","55-cell-propagation-insert","55 cell propagation insert","propagation","propagation","chin up",""
"sku:1036","1036","seedling-heat-mat-2-tray","Seedling Heat Mat - 2 Tray","propagation","propagation","Unknown",""
"sku:1037","1037","seedling-heat-mat-4-tray","Seedling Heat Mat - 4 Tray","propagation","propagation","Unknown",""
"sku:1989","1989","4-x-4-jiffy-pots-10-3-00-","4 x 4 jiffy pots (10/$3.00)","propagation","propagation","Jiffy",""
"sku:2593","2593","prop-kit-with-7-dome-w-t5light","Prop.Kit with 7"" Dome w/T5light","propagation","propagation","Unknown",""
"sku:2596","2596","heated-prop-kit-w-7-dome-light","Heated Prop. Kit w/7""dome/light","propagation","propagation","Unknown",""
"sku:3150","3150","athena-cuts-rooting-gel-14-oz","Athena Cuts Rooting Gel -14 oz","propagation","propagation","Athena",""
"sku:3234","3234","35-site-psycloner-pro-aeroponic-cloner","35 Site Psycloner Pro Aeroponic Cloner","propagation","propagation","Unknown",""
"sku:3290","3290","4-trayseedling-heat-mat-21-48","4 TraySeedling Heat Mat 21/48","propagation","propagation","Unknown",""
"sku:3362","3362","vp-dome-48-x18-x72-","VP DOME 48""x18""x72""","propagation","propagation","Unknown",""
"sku:3492","3492","clonex-32-oz-gell","Clonex 32 oz gell","propagation","propagation","Clonex",""
"sku:3599","3599","clonex-myco-root-maximizer-8oz-","Clonex Myco Root Maximizer 8oz.","propagation","propagation","Clonex",""
"sku:3636","3636","rapid-rooter-tray-50-per","Rapid Rooter  TRAY   50-per","propagation","propagation","Rapid Rooter",""
"handle:white-rhino-feminised-afghan-x-brazilian-x-south-indian-photo-5-seed","","white-rhino-feminised-afghan-x-brazilian-x-south-indian-photo-5-seed","White Rhino (Feminised) Afghan x Brazilian x South Indian Photo-5 Seed","seeds","seeds","H Moon Hydro",""
"handle:turtle-taffy-auto-seed-8pk","","turtle-taffy-auto-seed-8pk","Turtle Taffy Auto – Seed 8pk","seeds","seeds","H Moon Hydro",""
"handle:white-widow-auto-seed-8-pack","","white-widow-auto-seed-8-pack","White Widow Auto – Seed -8 Pack","seeds","seeds","H Moon Hydro",""
"handle:white-rhino-feminised-afghan-x-brazilian-x-south-indian-5-seed","","white-rhino-feminised-afghan-x-brazilian-x-south-indian-5-seed","White Rhino (Feminised) Afghan x Brazilian x South Indian-5 seed","seeds","seeds","H Moon Hydro",""
"handle:white-widow-auto-feminised-white-widow-x-ruderalis-5-seed","","white-widow-auto-feminised-white-widow-x-ruderalis-5-seed","White Widow Auto (Feminised) White Widow x Ruderalis-5 Seed","seeds","seeds","H Moon Hydro",""
"handle:4of32-wonder-pie-feminised-wedding-cake-x-og-kush-5-seed","","4of32-wonder-pie-feminised-wedding-cake-x-og-kush-5-seed","Wonder Pie (Feminised) Wedding Cake x OG Kush/ 5 Seed","seeds","seeds","H Moon Hydro",""
"handle:super-lemon-haze-x-rs11-feminised-5-seed","","super-lemon-haze-x-rs11-feminised-5-seed","Super Lemon Haze x RS11 (Feminised) -5 Seed","seeds","seeds","H Moon Hydro",""
"handle:super-lemon-haze-feminised-lemon-skunk-x-super-silver-haze-5-seed","","super-lemon-haze-feminised-lemon-skunk-x-super-silver-haze-5-seed","Super Lemon Haze (Feminised) Lemon Skunk x Super Silver Haze 5- Seed","seeds","seeds","H Moon Hydro",""
"handle:super-lemon-haze-x-gmo-feminised-5-seed","","super-lemon-haze-x-gmo-feminised-5-seed","Super Lemon Haze x GMO (Feminised) -5 Seed","seeds","seeds","H Moon Hydro",""
"handle:super-bud-feminised-big-bud-x-skunk-photo-5-seed","","super-bud-feminised-big-bud-x-skunk-photo-5-seed","Super Bud (Feminised) Big Bud x Skunk Photo. 5 Seed","seeds","seeds","Advanced Nutrients",""
"handle:skywalker-auto-skywalker-og-x-gelato-41-auto-5-seed","","skywalker-auto-skywalker-og-x-gelato-41-auto-5-seed","Skywalker Auto Skywalker OG x Gelato #41 Auto 5 seed","seeds","seeds","H Moon Hydro",""
"handle:super-lemon-haze-feminised-lemon-skunk-x-super-silver-haze5-seed","","super-lemon-haze-feminised-lemon-skunk-x-super-silver-haze5-seed","Super Lemon Haze (Feminised) Lemon Skunk x Super Silver Haze5 Seed","seeds","seeds","H Moon Hydro",""
"handle:super-bud-auto-feminised-super-bud-x-ruderalis-5-seed","","super-bud-auto-feminised-super-bud-x-ruderalis-5-seed","Super Bud Auto (Feminised) Super Bud x Ruderalis 5 Seed","seeds","seeds","H Moon Hydro",""
"handle:skunk-auto-feminised-skunk-x-ruderalis-5-seed","","skunk-auto-feminised-skunk-x-ruderalis-5-seed","Skunk Auto (Feminised) Skunk x Ruderalis 5 Seed","seeds","seeds","H Moon Hydro",""
"handle:super-lemon-haze-x-pink-candy-super-lemon-haze-x-pink-candy-5-seed","","super-lemon-haze-x-pink-candy-super-lemon-haze-x-pink-candy-5-seed","Super Lemon Haze x Pink Candy Super Lemon Haze x Pink Candy- 5 Seed","seeds","seeds","H Moon Hydro",""
"handle:super-critical-feminised-big-bud-x-skunk-x-white-widow-5-seed","","super-critical-feminised-big-bud-x-skunk-x-white-widow-5-seed","Super Critical (Feminised) Big Bud x Skunk x White Widow-5 Seed","seeds","seeds","Advanced Nutrients",""
"handle:sugarlato-auto-feminised-kings-tart-x-gelato-41-auto-5-seed","","sugarlato-auto-feminised-kings-tart-x-gelato-41-auto-5-seed","Sugarlato Auto (Feminised) King’s Tart x Gelato #41 Auto/ 5 Seed","seeds","seeds","H Moon Hydro",""
"handle:4of91-nl5-haze-mist-feminised-nl5-x-haze-x-kali-mist-5-seed","","4of91-nl5-haze-mist-feminised-nl5-x-haze-x-kali-mist-5-seed","NL5 Haze Mist (Feminised) NL5 x Haze x Kali Mist. 5 Seed","seeds","seeds","H Moon Hydro",""
"handle:nevilles-haze-feminised-almost-pure-haze-landrace-5-seed","","nevilles-haze-feminised-almost-pure-haze-landrace-5-seed","Neville's Haze (Feminised) Almost pure Haze Landrace 5 Seed","seeds","seeds","H Moon Hydro",""
"handle:money-maker-feminised-original-master-kush-x-hindu-kush-x-skunk-5-seed","","money-maker-feminised-original-master-kush-x-hindu-kush-x-skunk-5-seed","Money Maker (Feminised) Original Master Kush x Hindu Kush x Skunk-5 Seed","seeds","seeds","H Moon Hydro",""
"handle:mendo-breath-auto-seed-8-pack","","mendo-breath-auto-seed-8-pack","Mendo Breath Auto – Seed-8 Pack","seeds","seeds","H Moon Hydro",""
"handle:jack-herer-auto-feminised-jack-herer-x-ruderalis-5-seed","","jack-herer-auto-feminised-jack-herer-x-ruderalis-5-seed","Jack Herer Auto (Feminised) Jack Herer x Ruderalis-5 Seed","seeds","seeds","H Moon Hydro",""
"handle:8of32-kings-juice-feminised-mimosa-x-kings-kush-5-seed","","8of32-kings-juice-feminised-mimosa-x-kings-kush-5-seed","King's Juice (Feminised) Mimosa x King's Kush-5 Seed","seeds","seeds","H Moon Hydro",""
