Handle,Title,Option1 Name,Option1 Value,SKU,Barcode,Price,CompareAtPrice,Cost,Status,Vendor,ProductType,InventoryQuantity
athena-pro-grow-10-lb,Athena Pro Grow 10 lb.,,,,,79.0,110.0,,ACTIVE,H Moon Hydro,simple,0
bcuzz-coco-nutrition-componet-b-1l,B'Cuzz CoCo Nutrition Componet B 1L,,,hmh01227,691613431350.0,16.1,,8.05,DRAFT,H Moon Hydro,simple,2
athena-bloom-a-1-gallon,Athena Bloom A - 1 Gallon,,,,,45.0,,,ACTIVE,H Moon Hydro,simple,0
autumn-gallon,Autumn Gallon,,,hmh01472,87611143326.0,641.48,,320.3,DRAFT,H Moon Hydro,simple,0
bcuzz-roxx-bimatrix-growing-slab-36-x-6-x-3,B'cuzZ Roxx Bimatrix Growing Slab 36 x 6 x 3,,,hmh00475,69111177744.0,7.45,,2.71,DRAFT,H Moon Hydro,simple,0
bcuzz-hydro-a-5l,B'Cuzz Hydro A 5L,,,hmh00264,4.446464534224234e+16,89.95,,50.0,DRAFT,H Moon Hydro,simple,0
all-mesh-extraction-bags-3-bag-kit,All Mesh Extraction Bags - 3 Bag Kit,,,hmh01259,,87.0,,,ACTIVE,H Moon Hydro,simple,1
bcuzz-root-stimulator-1-gal,B'Cuzz Root Stimulator - 1 gal,,,hmh00284,691111116294.0,146.63,,82.25,DRAFT,H Moon Hydro,simple,3
b-52-vitamin-1-gal,B-52 Vitamin (1 gal),,,hmh01022,,200.0,,100.0,DRAFT,H Moon Hydro,simple,4
bcuzz-growth-stimulator-1-qt,B'Cuzz Growth Stimulator - 1 qt,,,hmh00277,131313476879809.0,16.32,,8.8,DRAFT,H Moon Hydro,simple,6
athena-grow-a,Athena Grow A 1 Gallon,,,,,45.0,,,ACTIVE,H Moon Hydro,simple,0
bcuzz-root-stimulator-1-qt,B'Cuzz Root Stimulator - 1 qt,,,hmh00283,691111669031.0,43.01,,24.25,DRAFT,H Moon Hydro,simple,0
bcuzz-roxx-bimatrix-growing-slab-40-x-6-x-3,B'cuzZ Roxx Bimatrix Growing Slab 40 x 6 x 3,,,hmh00477,69111177744.0,7.45,,2.71,DRAFT,H Moon Hydro,simple,0
athena-cuts-rooting-gel-7-oz,Athena Cuts Rooting Gel 7 oz.,,,,,40.5,44.95,,ACTIVE,H Moon Hydro,simple,0
agrowlyte-plant-wash-gallon,AgrowLyte Plant Wash Gallon,,,,,52.0,58.0,,ACTIVE,H Moon Hydro,simple,0
agrowlyte-plant-wash-qt,AgrowLyte Plant Wash qt.,,,,,22.49,24.99,,ACTIVE,H Moon Hydro,simple,0
bcuzz-roxx-rooting-blocks-4-x-4-x-2-5-42-40mm-hole-strip-of-6,"B'cuzZ Roxx Rooting Blocks 4 x 4 x 2.5, 42/40mm hole (strip of 6)",,,hmh00470,6911111110331.0,4.04,,0.04,ACTIVE,H Moon Hydro,simple,98
athena-balance-1-gallon,Athena Balance 1 Gallon,,,,,45.0,,,ACTIVE,H Moon Hydro,simple,0
bcuzz-hydro-b-1l,B'Cuzz Hydro B 1L,,,hmh00265,1.211324463574858e+17,89.95,,50.0,DRAFT,H Moon Hydro,simple,0
add-a-lamp-hardware-kit-trolley-and-mounting-hardware,Add a Lamp Hardware Kit (Trolley and mounting hardware),,,hmh00910,689001390015.0,23.41,,14.37,ACTIVE,H Moon Hydro,simple,12
badboy-ho-t-5-4-ft-triphosphor-bloom-54-w-2900-k,"BADBOY HO T-5 4 ft Triphosphor Bloom 54 W, 2900 K",,,hmh00524,,15.98,16.99,,ACTIVE,H Moon Hydro,simple,0
badboy-ho-t-5-triphosphor-bloom-54w-2900k,BadBoy HO T-5 Triphosphor Bloom 54W 2900K,,,hmh01709,682863044706.0,45.0,,22.5,ACTIVE,H Moon Hydro,simple,8
badboy-ho-t-5-4-ft-triphosphor-grow-54-w-6500-k-2,"BadBoy HO T-5 4 ft Triphosphor Grow 54 W, 6500 K",,,hmh01730,653703304144.0,9.25,,5.0,ACTIVE,H Moon Hydro,simple,12
bcuzz-roxx-rooting-blocks-4-x-4-x-4-cs-24-strips-6-per-scrip,B'cuzZ Roxx Rooting Blocks 4 x 4 x 4 --Cs/24 strips @6 per strip,,,,,150.0,179.0,,ACTIVE,H Moon Hydro,simple,0
badboy-t-5-4-ft-4-lamp-fixture-216-w,BADBOY T-5 4 ft - 4 Lamp Fixture 216 W,,,hmh00532,713757876902.0,239.0,172.38,136.8,DRAFT,H Moon Hydro,simple,9
bcuzz-roxx-rooting-blocks-4-x-4-x-4-no-hole-strip-of-6,"B'cuzZ Roxx Rooting Blocks 4 x 4 x 4, no hole (strip of 6)",,,hmh00471,69111111117997.0,5.8,,3.03,ACTIVE,H Moon Hydro,simple,163
basic-600w-hps-ballast,Basic 600w HPS Ballast,,,hmh01247,6911116465656.0,99.0,130.95,62.0,ACTIVE,H Moon Hydro,simple,18
better-bloom-10-kg,Better Bloom 10 kg,,,hmh00302,692236000826.0,239.49,,123.0,DRAFT,H Moon Hydro,simple,5
better-bloom-2-kg,Better Bloom 2 kg,,,hmh00301,692236079969.0,85.45,,46.75,DRAFT,H Moon Hydro,simple,0
badboy-t-5-4-ft-16-lamp-fixture-864-w,BADBOY T-5 4 ft - 16 Lamp Fixture 864 W,,,hmh00536,69111177548.0,499.0,544.0,296.66,DRAFT,H Moon Hydro,simple,16
big-boy-carbon-filter,Big Boy Carbon filter,,,hmh00960,812111011307.0,61.58,,38.0,ACTIVE,H Moon Hydro,simple,3
banana-krumble-feminised-banana-punch-x-og-kush-5-seed,Banana Krumble (Feminised) Banana Punch x OG Kush-5 Seed,,,,,50.0,,,ACTIVE,H Moon Hydro,simple,0
big-bloom-liquid-plant-food-1-gal,Big Bloom Liquid Plant Food (1 gal),,,hmh01084,1466787879974.0,67.0,,33.0,ACTIVE,H Moon Hydro,simple,0
badboy-t-5-4-ft-6-lamp-fixture-324-w,BADBOY T-5 4 ft - 6 Lamp Fixture 324 W,,,hmh00533,812138010154.0,170.0,225.46,98.27,DRAFT,H Moon Hydro,simple,13
big-bud-bloom-booster-130g-powder,Big Bud Bloom Booster (130g powder),,,hmh01024,845268001846.0,45.67,,20.81,DRAFT,H Moon Hydro,simple,0
big-bang-feminised-skunk-x-northern-light-x-el-nino-auto-5-seed,Big Bang (Feminised) Skunk x Northern Light x El Niño AUTO 5 Seed,,,,,45.0,,,ACTIVE,H Moon Hydro,simple,0
better-bloom-500-gm,Better Bloom 500 gm,,,hmh00300,692236000529.0,25.98,,8.53,ACTIVE,H Moon Hydro,simple,22
b1cuss-blossombuilder-946-ml,B1Cuss BlossomBuilder 946 ml.,,,hmh01435,,138.95,,,ACTIVE,H Moon Hydro,simple,0
banjerine-auto-flowering-8-seed-pk,Banjerine Auto Flowering - 8 seed pk,,,,,50.0,,,ACTIVE,H Moon Hydro,simple,0
bi-pin-socket-adpter-for-pgzx18,BI-PIN Socket adpter for PGZX18,,,hmh01765,,16.95,,,ACTIVE,H Moon Hydro,simple,0
badboy-t-5-4-ft-8-lamp-fixture-432-w,BADBOY T-5 4 ft - 8 Lamp Fixture 432 W,,,hmh00534,812138010154.0,170.0,299.0,98.27,DRAFT,H Moon Hydro,simple,13
bio365-bioall-all-purpose-hp-blend-1-5-cu-ft,bio365™ BIOALL™ All Purpose HP Blend 1.5 cu.ft.,,,,,32.99,36.99,,ACTIVE,H Moon Hydro,simple,0
big-boy,Big Boy,,,hmh00581,81210055448.0,17.6,439.0,11.5,ACTIVE,H Moon Hydro,simple,1
basic-1000w-mh-hps-switchable-ballast,Basic 1000W MH/HPS Switchable Ballast,,,hmh00852,713757880008.0,99.0,134.95,62.0,ACTIVE,H Moon Hydro,simple,19
big-boy-pleated-sediment-filter-cleanable,BIG BOY PLEATED SEDIMENT FILTER (CLEANABLE),,,hmh00961,812111010409.0,53.76,,34.0,ACTIVE,H Moon Hydro,simple,3
biobud-1-gal,BioBud 1 gal,,,hmh00246,793094053358.0,1200.0,,546.0,DRAFT,H Moon Hydro,simple,1
biobud-6-gal,BioBud 6 gal,,,hmh00675,793094053358.0,1200.0,,546.0,DRAFT,H Moon Hydro,simple,1
big-bloom-liquid-plant-food-1-qt,Big Bloom Liquid Plant Food (1 qt),,,hmh01083,793094014526.0,30.99,,10.88,ACTIVE,H Moon Hydro,simple,48
bioroot-1-gal,BioRoot 1 gal,,,hmh00250,793094053259.0,238.5,,119.99,ACTIVE,H Moon Hydro,simple,0
big-bud-bloom-booster-2-5-gal,Big Bud Bloom Booster (2.5 gal),,,hmh01028,,167.49,,100.45,DRAFT,H Moon Hydro,simple,0
biobud-1-qt,BioBud 1 qt,,,hmh00245,793094053358.0,1200.0,,546.0,DRAFT,H Moon Hydro,simple,1
biobud-2-5-gal,BioBud 2.5 gal,,,hmh00674,793094053358.0,1200.0,,546.0,DRAFT,H Moon Hydro,simple,1
biomarine-1-gal,BioMarine 1 gal,,,hmh00248,682863044720.0,45.0,,22.5,DRAFT,H Moon Hydro,simple,4
bio365-bioflower-nutrient-dense-mix-1-5cu-ft-bag-blend-of-fine-coir-coarse-peat-super-coarse-perlite,"bio365™ BIOFLOWER™ Nutrient Dense Mix - 1.5cu ft - Bag - Blend of Fine Coir, Coarse Peat, & Super Coarse Perlite",,,,,35.99,38.0,,ACTIVE,H Moon Hydro,simple,0
big-bud-bloom-booster-1-lt,Big Bud Bloom Booster (1 lt),,,hmh01026,845268001846.0,45.67,,20.81,ACTIVE,H Moon Hydro,simple,0
bio-365-start-1-5-cu-ft,Bio 365 Start 1.5 cu ft.,,,,,28.88,40.0,,ACTIVE,H Moon Hydro,simple,0
big-bud-bloom-booster-500g-powder,Big Bud Bloom Booster (500g powder),,,hmh01025,845268001846.0,45.67,,20.81,DRAFT,H Moon Hydro,simple,0
big-bud-bloom-booster-1-gal,Big Bud Bloom Booster (1 gal),,,hmh01027,845268001846.0,45.67,,20.81,DRAFT,H Moon Hydro,simple,0
bio365-bioblend-high-porosity-blend-1-5cu-ft-bag-blend-of-fine-coir-coarse-peat-super-coarse-perlite,"bio365™ BIOBLEND™ High Porosity Blend - 1.5cu ft - Bag - Blend of Fine Coir, Coarse Peat, & Super Coarse Perlite",,,,,29.99,32.99,,ACTIVE,H Moon Hydro,simple,0
botanicare-growilla-bud-12-lb,Botanicare Growilla Bud 12 lb,,,hmh01792,793094000284.0,36.5,,19.0,ACTIVE,H Moon Hydro,simple,6
bloom-natural-15-gal,Bloom Natural 15 gal,,,hmh00406,837654466179.0,91.49,,46.8,DRAFT,H Moon Hydro,simple,11
botanicare-organicare-true-earth-potting-mix-o-m-r-i,Botanicare Organicare True Earth Potting Mix (O.M.R.I.),,,,,20.5,24.99,,ACTIVE,H Moon Hydro,simple,0
bond-3-way-soil-meter-2,Bond 3-Way Soil Meter,,,hmh01301,35307018359.0,52.95,,30.0,DRAFT,H Moon Hydro,simple,0
bud-candy-1-gal,Bud Candy (1 gal),,,hmh01032,845268001808.0,35.5,,16.6,DRAFT,H Moon Hydro,simple,7
biomarine-6-gal,BioMarine 6 gal,,,hmh00677,793094019217.0,115.89,,59.95,DRAFT,H Moon Hydro,simple,8
bud-boom-1kg,Bud Boom 1kg,,,hmh00315,692236034159.0,120.0,,61.0,DRAFT,H Moon Hydro,simple,0
block-cocos-nucifera-1-5-gal-8,"Block Cocos Nucifera 1.5 GAL 8""",,,,,4.79,4.99,,ACTIVE,H Moon Hydro,simple,0
bloom-khaos-gallon,Bloom Khaos Gallon,,,hmh01385,812863010641.0,123.17,,60.0,DRAFT,H Moon Hydro,simple,4
bud-start-20-gm,Bud Start 20 gm,,,hmh00316,692236030977.0,270.0,,137.0,DRAFT,H Moon Hydro,simple,0
calimagic-16oz,CALiMAGic 16oz,,,hmh01155,,12.95,,,DRAFT,H Moon Hydro,simple,0
bloom-natural-2-5-gal,Bloom Natural 2.5 gal,,,hmh00404,3557648899999.0,149.0,,86.0,DRAFT,H Moon Hydro,simple,0
bison-extract-liquid-compost-tea,Bison Extract * Liquid Compost Tea,,,,,19.97,,,ACTIVE,H Moon Hydro,simple,100
bud-blood-bloom-stimulator-300g,Bud Blood Bloom Stimulator (300g),,,hmh01030,845268000276.0,167.91,,83.25,DRAFT,H Moon Hydro,simple,1
cal-mag-plus-qt,Cal-Mag Plus Qt.,,,hmh01179,757900240325.0,24.34,,9.75,DRAFT,H Moon Hydro,simple,21
bypass-hand-shears,Bypass Hand Shears,,,hmh00615,35355048308.0,17.95,,6.95,ACTIVE,H Moon Hydro,simple,22
bud-candy-2-5-gal,Bud Candy (2.5 gal),,,hmh01033,92236034135.0,179.0,,83.0,DRAFT,H Moon Hydro,simple,0
block-ir-4-x-25-roll,Block-IR 4' x 25' Roll,,,hmh00920,51000100238.0,49.0,,40.0,DRAFT,H Moon Hydro,simple,6
bioweed-1-gal,BioWeed 1 gal,,,hmh00252,682863044720.0,45.0,,22.5,DRAFT,H Moon Hydro,simple,4
bloom-natural-1-qt,Bloom Natural 1 qt,,,hmh00402,837654466162.0,25.73,,13.16,DRAFT,H Moon Hydro,simple,22
biothrive-grow-2-5-gal,BioThrive Grow 2.5 gal,,,hmh00162,793094051248.0,151.93,,55.12,DRAFT,H Moon Hydro,simple,11
biothrive-bloom-6-gal,BioThrive Bloom 6 gal,,,hmh00673,793094051354.0,260.95,,112.5,DRAFT,H Moon Hydro,simple,2
biothrive-bloom-2-5-gal,BioThrive Bloom 2.5 gal,,,hmh00165,793094051347.0,130.48,,60.0,DRAFT,H Moon Hydro,simple,6
biomarine-2-5-gal,BioMarine 2.5 gal,,,hmh00676,6899765111666.0,402.0,,201.55,DRAFT,H Moon Hydro,simple,3
blue-grease-algae-extract,Blue Grease * Algae Extract,,,,,19.97,,,ACTIVE,H Moon Hydro,simple,100
bloom-natural-1-gal,Bloom Natural 1 gal,,,hmh00403,837654466179.0,91.49,,46.8,DRAFT,H Moon Hydro,simple,11
bud-ignitor-1-lt,Bud Ignitor 1 Lt,,,hmh01424,845268001808.0,35.5,,16.6,ACTIVE,H Moon Hydro,simple,7
bud-boom-130gm,Bud Boom 130gm,,,hmh00313,692236034159.0,120.0,,61.0,DRAFT,H Moon Hydro,simple,0
bioroot-6-gal,BioRoot 6 gal,,,hmh00679,793094053259.0,238.5,,119.99,ACTIVE,H Moon Hydro,simple,0
bioweed-1-qt,BioWeed 1 qt,,,hmh00251,692222267545.0,67.08,,33.53,DRAFT,H Moon Hydro,simple,11
block-cocos-nucifera-1-gal,Block Cocos Nucifera 1 GAL,,,,,3.78,3.88,,ACTIVE,H Moon Hydro,simple,0
bud-candy-1-lt,Bud Candy (1 lt),,,hmh01031,845268001808.0,35.5,,16.6,ACTIVE,H Moon Hydro,simple,7
bioroot-2-5-gal,BioRoot 2.5 gal,,,hmh00678,682863044744.0,45.0,,22.5,ACTIVE,H Moon Hydro,simple,4
calimagic-6-gal,CALiMAGic 6 gal,,,hmh01832,,234.77,,102.6,DRAFT,H Moon Hydro,simple,0
bloom-khaos-quart,Bloom Khaos Quart,,,hmh01384,812863010634.0,41.06,,20.0,DRAFT,H Moon Hydro,simple,19
big-boy-kdf-85-carbon-filter-well-water-chloramines,BIG BOY KDF-85 CARBON FILTER- WELL WATER & CHLORAMINES,,,hmh00962,,129.0,,,ACTIVE,H Moon Hydro,simple,0
bloom-natural-5-gal,Bloom Natural 5 gal,,,hmh00405,682863044683.0,45.0,,22.5,DRAFT,H Moon Hydro,simple,8
bud-start-100-gm,Bud Start 100 gm,,,hmh00317,692236000116.0,45.98,,23.43,DRAFT,H Moon Hydro,simple,107
biothrive-bloom-1-gal,BioThrive Bloom 1 gal,,,hmh00164,793094051330.0,72.85,,24.99,DRAFT,H Moon Hydro,simple,11
biothrive-grow-1-qt,BioThrive Grow 1 qt,,,hmh00160,793094051224.0,24.23,,9.0,DRAFT,H Moon Hydro,simple,38
black-toffee-auto-feminised-larry-bubba-x-gelato-41-auto-5-seed,Black Toffee Auto (Feminised) Larry Bubba x Gelato #41 Auto -5 Seed,,,,,66.0,,,ACTIVE,H Moon Hydro,simple,0
bioweed-6-gal,BioWeed 6 gal,,,hmh00681,793094053358.0,1200.0,,546.0,DRAFT,H Moon Hydro,simple,1
block-ir-4-x-50-roll,Block-IR 4' x 50' Roll,,,hmh00921,51000100245.0,90.0,,72.0,DRAFT,H Moon Hydro,simple,4
blue-dream-auto-seed-pack-8-pk,Blue Dream Auto – Seed Pack 8 pk,,,,,50.0,,,ACTIVE,H Moon Hydro,simple,0
biothrive-grow-6-gal,BioThrive Grow 6 gal,,,hmh00672,793094051255.0,322.95,,112.5,DRAFT,H Moon Hydro,simple,3
calimagic-2-5-gal,CALiMAGic 2.5 gal,,,hmh01158,793094017749.0,131.0,,72.0,DRAFT,H Moon Hydro,simple,4
bioweed-2-5-gal,BioWeed 2.5 gal,,,hmh00680,682863044744.0,45.0,,22.5,DRAFT,H Moon Hydro,simple,4
bud-boom-500gm,Bud Boom 500gm,,,hmh00314,692236034159.0,120.0,,61.0,DRAFT,H Moon Hydro,simple,0
cal-mag-plus-gal,Cal-Mag Plus Gal.,,,hmh01180,757900241285.0,63.0,,24.25,DRAFT,H Moon Hydro,simple,0
calimagic-qt,CALiMAGic qt,,,hmh01156,793094017725.0,25.99,,8.1,DRAFT,H Moon Hydro,simple,55
block-ir-4-x-100-roll,Block-IR 4' x 100' Roll,,,hmh00922,51000100252.0,206.89,249.0,132.0,DRAFT,H Moon Hydro,simple,1
biothrive-grow-1-gal,BioThrive Grow 1 gal,,,hmh00161,793094051231.0,79.95,,26.24,DRAFT,H Moon Hydro,simple,14
biomarine-1-qt,BioMarine 1 qt,,,hmh00247,692222267545.0,67.08,,33.53,DRAFT,H Moon Hydro,simple,11
bloom-grease-fermented-flowering-plant-juice,Bloom Grease * Fermented Flowering Plant Juice,,,,,29.97,,,ACTIVE,H Moon Hydro,simple,100
bioroot-1-qt,BioRoot 1 qt,,,hmh00249,659627000018.0,22.44,,12.0,ACTIVE,H Moon Hydro,simple,39
bud-blood-bloom-stimulator-40-g,Bud Blood Bloom Stimulator (40 g),,,hmh01029,845268000269.0,23.99,,11.89,DRAFT,H Moon Hydro,simple,1
calimagic-gal,CALiMAGic gal,,,hmh01157,860007760853.0,425.0,,425.0,DRAFT,H Moon Hydro,simple,0
calcarb-calcium-carbonate-foliar-spray-12-oz,CalCarb Calcium Carbonate Foliar Spray 12 oz,,,hmh00460,689076422062.0,34.2,,19.15,DRAFT,H Moon Hydro,simple,0
biothrive-bloom-1-qt,BioThrive Bloom 1 qt,,,hmh00163,793094051323.0,23.64,,8.92,DRAFT,H Moon Hydro,simple,28
blue-haze-x-gelato-41-auto-feminised-blue-haze-x-gelato-41-auto-5-seed,Blue Haze x Gelato 41 Auto (Feminised) Blue Haze x Gelato 41 Auto/ 5 Seed,,,,,66.0,,,ACTIVE,H Moon Hydro,simple,0
calcarb-calcium-carbonate-foliar-spray-6-oz,CalCarb Calcium Carbonate Foliar Spray 6 oz,,,hmh00459,705105758473.0,19.54,,11.0,DRAFT,H Moon Hydro,simple,32
calnesium-defficiency-correction-supplemnt-6-gal,CALNESIUM Defficiency Correction Supplemnt 6 gal,,,hmh01858,793094019217.0,115.89,,59.95,DRAFT,H Moon Hydro,simple,8
calnesium-defficiency-correction-supplemnt-2-5-ga,CALNESIUM Defficiency Correction Supplemnt 2.5 Ga,,,hmh01857,692236070768.0,114.0,,38.95,ACTIVE,H Moon Hydro,simple,2
can-150-pre-filter,CAN 150 Pre-Filter,,,hmh00722,840470000809.0,22.97,,14.0,DRAFT,H Moon Hydro,simple,3
can-100-pre-filter,CAN 100 Pre-Filter,,,hmh00720,1.5567223354474748e+16,16.99,,6.0,DRAFT,H Moon Hydro,simple,6
camg-1-gal,CaMg+ 1 gal,,,hmh00254,682863044720.0,45.0,,22.5,DRAFT,H Moon Hydro,simple,4
can-66-pre-filter,CAN 66 Pre-Filter,,,hmh00718,840470000854.0,11.95,,7.33,DRAFT,H Moon Hydro,simple,0
can-125-filter-16-5-od-49-2-high-10-flange-size-1110-cfm,"CAN 125 Filter 16.5"" OD, 49.2"" high, 10"" flange size, 1110 CFM",,,hmh00710,840470000700.0,112.95,,69.32,DRAFT,H Moon Hydro,simple,4
calnesium-defficiency-correction-supplemnt-gal,CALNESIUM Defficiency Correction Supplemnt Gal,,,hmh01856,692236070751.0,57.99,,22.31,DRAFT,H Moon Hydro,simple,3
can-33-filter-12-od-13-high-6-flange-size-200-cfm,"CAN 33 Filter 12"" OD, 13"" high, 6"" flange size, 200 CFM",,,hmh00705,840470000700.0,112.95,,69.32,DRAFT,H Moon Hydro,simple,4
can-75-pre-filter,CAN 75 Pre-Filter,,,hmh00719,840470000830.0,13.03,,8.0,DRAFT,H Moon Hydro,simple,2
can-50-filter-16-5-od-19-8-high-8-flange-size-420-cfm,"CAN 50 Filter 16.5"" OD, 19.8"" high, 8"" flange size, 420 CFM",,,hmh00706,840470000700.0,112.95,294.99,69.32,DRAFT,H Moon Hydro,simple,4
calnesium-defficiency-correction-supplemnt-qt,CALNESIUM Defficiency Correction Supplemnt Qt.,,,hmh01855,692236070744.0,20.99,,6.66,DRAFT,H Moon Hydro,simple,7
can-700-pre-filter,CAN 700 Pre-Filter,,,hmh00713,840470000830.0,13.03,,8.0,DRAFT,H Moon Hydro,simple,2
can-33-pre-filter,CAN 33 Pre-Filter,,,hmh00716,840470000861.0,6.52,,4.0,DRAFT,H Moon Hydro,simple,0
camg-6-gal,CaMg+ 6 gal,,,hmh00683,793094053150.0,298.95,,157.5,DRAFT,H Moon Hydro,simple,0
can-125-pre-filter,CAN 125 Pre-Filter,,,hmh00721,840470000816.0,20.64,,12.66,DRAFT,H Moon Hydro,simple,1
camg-2-5-gal,CaMg+ 2.5 gal,,,hmh00682,,200.0,,100.0,DRAFT,H Moon Hydro,simple,4
can-66-filter-12-od-26-high-8-flange-size-412-cfm,"CAN 66 Filter 12"" OD, 26"" high, 8"" flange size, 412 CFM",,,hmh00707,840470000700.0,112.95,,69.32,DRAFT,H Moon Hydro,simple,4
can-lite-14-w-flange-attached-2200-cfm,"Can-Lite 14"" w/ Flange attached (2200 cfm)",,,hmh01240,840470000236.0,378.29,,228.0,ACTIVE,H Moon Hydro,simple,1
can-filter-100-w-8-ho-620-cfm-fan-combo-freight-shipping-only,"Can-Filter 100 W/ 8"" HO 620 CFM Fan Combo (freight shipping ONLY)",,,hmh00700,840470002070.0,236.77,,145.3,ACTIVE,H Moon Hydro,simple,1
can-75-filter-16-5-od-29-5-high-8-flange-size-600-cfm,"CAN 75 Filter 16.5"" OD, 29.5"" high, 8"" flange size, 600 CFM",,,hmh00708,840470000700.0,112.95,,69.32,DRAFT,H Moon Hydro,simple,4
can-100-filter-16-5-od-39-4-high-8-flange-size-840-cfm,"CAN 100 Filter 16.5"" OD, 39.4"" high, 8"" flange size, 840 CFM",,,hmh00709,840470000700.0,112.95,468.0,69.32,DRAFT,H Moon Hydro,simple,4
can-filter-75-w-8-ho-559-cfm-fan-combo-freight-shipping-only,"Can-Filter 75 W/ 8"" HO 559 CFM Fan Combo (freight shipping ONLY)",,,hmh00699,840470002070.0,236.77,,145.3,ACTIVE,H Moon Hydro,simple,1
can-fan-6-standard-output-270-cfm,"Can-Fan 6"" standard output 270 CFM",,,hmh00793,840470002049.0,136.84,,83.98,DRAFT,H Moon Hydro,simple,1
can-fan-10-high-output-781-cfm,"Can-Fan 10"" high output 781 CFM",,,hmh00796,840470002094.0,260.65,,159.96,DRAFT,H Moon Hydro,simple,0
carb-o-naria-0-0-0-3-gall-4-cs,CAR-BEAU-NARIA 0-0-0.3 Gall.(4/cs),,,hmh01908,69959323882828.0,1399.24,,699.62,ACTIVE,H Moon Hydro,simple,0
carbonaria-0-0-03-qt-12-cs,CAR_BEAU_NARIA 0-0-.03  Qt. (12/cs),,,hmh01907,673681034826.0,34.88,,17.44,ACTIVE,H Moon Hydro,simple,21
carbo-blast-2-5-kg,Carbo Blast 2.5 kg,,,hmh00318,692236000802.0,96.49,,39.95,DRAFT,H Moon Hydro,simple,4
can-fan-12-high-output-971-cfm,"Can-Fan 12"" high output 971 CFM",,,hmh00797,840470002117.0,336.69,,206.62,DRAFT,H Moon Hydro,simple,1
can-fan-8-standard-output-493-cfm,"Can-Fan 8"" standard output 493 CFM",,,hmh00795,840470002063.0,152.05,,93.31,DRAFT,H Moon Hydro,simple,1
can-fan-4-standard-output-142-cfm,"Can-Fan 4"" standard output 142 CFM",,,hmh00791,840470002001.0,119.47,,96.95,DRAFT,H Moon Hydro,simple,6
can-fan-4-high-output-178-cfm,"Can-Fan 4"" high output 178 CFM",,,hmh00792,840470002018.0,152.05,,93.31,DRAFT,H Moon Hydro,simple,5
camg-1-qt,CaMg+ 1 qt,,,hmh00253,793094053129.0,24.31,,13.5,DRAFT,H Moon Hydro,simple,28
can-50-pre-filter,CAN 50 Pre-Filter,,,hmh00717,840470000847.0,12.22,,7.33,DRAFT,H Moon Hydro,simple,1
clonex-mycorrhizae-root-maximizer-1-pound-soluble,Clonex Mycorrhizae Root Maximizer 1 pound Soluble,,,hmh01754,689319019967.0,19.99,,11.52,DRAFT,H Moon Hydro,simple,0
clonex-mycorrhizae-root-maximizer-8-oz-soluble,Clonex Mycorrhizae Root Maximizer 8 OZ Soluble,,,hmh01750,659627000537.0,39.0,,25.0,DRAFT,H Moon Hydro,simple,0
carbo-blast-300g,Carbo Blast 300g,,,hmh01351,692236000253.0,23.99,,8.76,DRAFT,H Moon Hydro,simple,7
cocotek-bloom-a-gal,CocoTek Bloom A Gal.,,,hmh01562,,99.0,,81.0,ACTIVE,H Moon Hydro,simple,0
demeters-destiny-gallon,Demeter's Destiny Gallon,,,hmh01388,812863010344.0,58.65,,30.0,DRAFT,H Moon Hydro,simple,6
decision-2-5-gallon,Decision 2.5 Gallon,,,hmh01448,6899765111666.0,402.0,,201.55,DRAFT,H Moon Hydro,simple,3
cocotek-bloom-b-qts,Cocotek Bloom B Qts,,,hmh01559,,99.0,,81.0,ACTIVE,H Moon Hydro,simple,0
diamond-nectar-2-5-gal,Diamond Nectar 2.5 gal,,,hmh00201,793094013543.0,97.99,,46.0,DRAFT,H Moon Hydro,simple,0
carboload-1-lt,CarboLoad (1 lt),,,hmh01036,845268000399.0,23.99,,14.95,ACTIVE,H Moon Hydro,simple,39
diamond-black-2-5-gal,Diamond Black 2.5 gal,,,hmh00684,6899765111666.0,402.0,,201.55,DRAFT,H Moon Hydro,simple,3
diy-autoflowering-cannabis-by-jeff-lowenfels,DIY Autoflowering Cannabis by Jeff Lowenfels,,,,,24.95,,,ACTIVE,H Moon Hydro,simple,0
car-beau-naria-0-0-0-3-5-gall,"Car- Beau- Naria 0-0-0.3 , 5 Gall",,,hmh01910,17889000876653.0,466.42,,233.32,ACTIVE,H Moon Hydro,simple,2
cloudlab-866-advance-grow-tent-60-x-60-x-80,"CLOUDLAB 866, Advance Grow Tent 60"" x 60"" x 80""",,,,,219.0,,,ACTIVE,H Moon Hydro,simple,0
diamond-nectar-1-qt,Diamond Nectar 1 qt,,,hmh00199,793094013529.0,18.19,,8.63,DRAFT,H Moon Hydro,simple,20
carb-o-naria-0-0-0-3-2-5-gall,"CAR-BEAU-NARIA 0-0-0.3 , 2.5 Gall",,,hmh01909,17889000876653.0,466.42,,233.32,ACTIVE,H Moon Hydro,simple,2
chemdog-feminized-5-seed,CHEMDOG ( feminized ) 5 seed,,,,,45.0,,,ACTIVE,H Moon Hydro,simple,0
cocotek-planter-14-in,CocoTek Planter 14 in.,,,hmh00115,793094981262.0,18.28,,9.35,ACTIVE,H Moon Hydro,simple,0
clearex-qt,Clearex Qt.,,,hmh01181,757900230326.0,14.66,,6.65,DRAFT,H Moon Hydro,simple,9
