sku,handle,title,brand,primary_category,secondary_categories,price,compare_at_price,cost,inventory_qty,images,description,vendor,product_type,tags,status,source,needs_review
hmh00894,light-rail-5-motor-crossbar-8-rail,"Light Rail 5 Motor, Crossbar, 8' rail",Light Rail,electrical_supplies,catalog_index,499.95,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/light_rail_5_39c5f848-ab2d-4b21-bc7b-e17a7a91d663.jpg?v=1761678960,,H Moon Hydro,simple,,active,shopify;woo,
hmh00896,light-rail-5-4ft-auxilary-rail,Light Rail 5 4ft auxilary rail,Light Rail,electrical_supplies,catalog_index,71.98,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/light_rail_5_f9a0d162-5c24-4241-b662-1b5323332f94.jpg?v=1761678955,,H Moon Hydro,simple,,active,shopify;woo,
hmh00895,light-rail-5-crossbar-mounting-kit,Light Rail 5 Crossbar Mounting Kit,Light Rail,electrical_supplies,catalog_index,4.95,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/light_rail_5.jpg?v=1761678944,,H Moon Hydro,simple,,active,shopify;woo,
hmh01247,basic-600w-hps-ballast,Basic 600w HPS Ballast,H Moon Hydro,electrical_supplies,catalog_index,50.00,130.95,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/BAL-1000VLG-2-outlets.jpg?v=1761678796,,H Moon Hydro,simple,,active,shopify;woo,
hid-basic-600w-hps-balla,basic-600w-hps-ballast,Basic 600w HPS Ballast,Unknown,hid_bulbs,catalog_index,50.00,130.95,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/BAL-1000VLG-2-outlets.jpg?v=1761678796,,H Moon Hydro,simple,,active,shopify,unknown_brand
hmh00518,8-in-cool-tube-with-reflector-socket-w-15-ft-cord-24-long,"8 in. Cool Tube with reflector socket w/ 15 ft cord - 24"" long",Cool Tube,electrical_supplies,catalog_index,89.00,149.95,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/ugrct8.jpg?v=1761678755,,H Moon Hydro,simple,,active,shopify;woo,
hid-8-in-cool-tube-with-,8-in-cool-tube-with-reflector-socket-w-15-ft-cord-24-long,"8 in. Cool Tube with reflector socket w/ 15 ft cord - 24"" long",Cool Tube,hid_bulbs,catalog_index,89.00,149.95,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/ugrct8.jpg?v=1761678755,,H Moon Hydro,simple,,active,shopify,
hmh00519,6-in-cool-tube-with-reflector-socket-w-15-ft-cord-24-long,"6 in. Cool Tube with reflector socket w/ 15 ft cord - 24"" long",Cool Tube,electrical_supplies,catalog_index,69.95,139.95,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/ugrct8_db6f85af-065d-409d-a21a-0b56bbc0807c.jpg?v=1761678756,,H Moon Hydro,simple,,active,shopify;woo,
hid-6-in-cool-tube-with-,6-in-cool-tube-with-reflector-socket-w-15-ft-cord-24-long,"6 in. Cool Tube with reflector socket w/ 15 ft cord - 24"" long",Cool Tube,hid_bulbs,catalog_index,69.95,139.95,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/ugrct8_db6f85af-065d-409d-a21a-0b56bbc0807c.jpg?v=1761678756,,H Moon Hydro,simple,,active,shopify,
hmh01782,240v-20ft-power-cords,240V 20ft. Power Cords,H Moon Hydro,electrical_supplies,catalog_index,29.95,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/022df828e35d92eb5243f05ad348cfa7_150x115_b24b93be-e081-4ae1-b8e1-3c0d0bf38d39.jpg?v=1761678742,,H Moon Hydro,simple,,active,shopify;woo,
hmh00512,240-volt-power-cord-8-ft,240 Volt Power cord 8 ft .,H Moon Hydro,electrical_supplies,catalog_index,9.95,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/Hydrofarm-Ballast-Power-Cord-8ft.jpg?v=1761678740,,H Moon Hydro,simple,,active,shopify;woo,
hmh01783,10ft-lamp-extention-power-cord,10ft. lamp Extention Power cord,H Moon Hydro,electrical_supplies,catalog_index,14.95,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/lamp-cord-black.psd-10-ft-power-exteded.jpg?v=1761678737,,H Moon Hydro,simple,,active,shopify;woo,
,ac-infinity-controller-ai-environmental-controller,AC Infinity/CONTROLLER AI+ Environmental Controller,AC Infinity,environmental_monitors,catalog_index,120.00,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/CONTROLLER_AI_-_IMAGE_1__10789.jpg?v=1761678756,"[caption id=""attachment_63793"" align=""alignnone"" width=""200""]<img class=""size-medium wp-image-63793"" src=""https://hmoonhydro.com/wp-content/uploads/2025/03/CONTROLLER_AI_-_IMAGE_1__10789-200x200.jpg"" alt=""AI Control"" width=""200"" height=""200""> CONTROLER[/caption]",H Moon Hydro,simple,automatic-AI,active,shopify,no_sku
hmh01259,all-mesh-extraction-bags-3-bag-kit,All Mesh Extraction Bags - 3 Bag Kit,H Moon Hydro,extraction,catalog_index,69.95,,,0,,,H Moon Hydro,simple,,active,shopify;woo,
hmh01373,aphrodites-extraction-gallon,Aphrodite's Extraction Gallon,Nectar,extraction,catalog_index,45.00,,,0,,,H Moon Hydro,simple,,active,shopify;woo,
hmh01372,aphrodites-extraction-quart,Aphrodite's Extraction Quart,Nectar,extraction,catalog_index,22.00,,,0,,,H Moon Hydro,simple,,active,shopify;woo,
,premier-tech-pro-mix-hp-mycorrhizae3-8-cf,Premier Tech Pro-Mix® HP Mycorrhizae™3.8 cf.,Promix,grow_media,catalog_index,66.95,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/pro-mix-3.8.jpg?v=1761679032,,H Moon Hydro,simple,PTO-MIX 3.8 cf.,active,shopify,no_sku
,premier-tech-pro-mix-hp-mycorrhizae-loose-fill,Premier Tech Pro-Mix® HP Mycorrhizae™ - Loose Fill,Promix,grow_media,catalog_index,34.95,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/2.8.jpg?v=1761679032,,H Moon Hydro,simple,HP Mycorrhizae™ - Loose Fill 2.8 cf.,active,shopify,no_sku
,plant-life-easy-grow-plus-500-gm,Plant Life Easy Grow Plus 500 gm,Unknown,grow_media,catalog_index,30.96,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/EasyGrow500g-draftjpg_600x_97a3f584-f659-497c-974f-8ce1ff00c3d6.jpg?v=1761679013,,H Moon Hydro,simple,pH perfect soil/ Coco,active,shopify,unknown_brand; no_sku
,mother-earth-terracraft-potting-soil,Mother Earth® Terracraft™ Potting Soil,Mother Earth,grow_media,catalog_index,28.99,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/terra-craft.jpg?v=1761678987,,H Moon Hydro,simple,Performance Soil,active,shopify,no_sku
,introducing-the-scietetics-coco-8-block-1-5gal,"Introducing the SCIETETICS COCO 8"" BLOCK / 1.5Gal,",Scietetics,grow_media,catalog_index,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/1.5-Gallon-volum8inch.webp?v=1761678955,,,,,active,shopify,no_sku
,grodan-hugo-6in-x-6in-x-6in-pre-cut-holes,Grodan Hugo - 6in x 6in x 6in - Pre-Cut Holes,Grodan,grow_media,catalog_index,250.00,297.00,,10,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/GRD286616biggg-mama_81a41cb5-9ec2-440a-8798-54ac5922c48c.jpg?v=1761678916,"[caption id=""attachment_63668"" align=""alignnone"" width=""200""]<img class=""size-medium wp-image-63668"" src=""https://hmoonhydro.com/wp-content/uploads/2024/09/GRD286616biggg-mama-200x200.jpg"" alt=""GRODAN"" width=""200"" height=""200""> #iGRODAN HUGOmage_title[/caption]",H Moon Hydro,simple,GRO-Block,active,shopify,no_sku
,grodan-gro-block-improved-gr22-jumbo-with-hole-6-x-6-x-4-case-of-64,"Grodan Gro-Block Improved  Jumbo with Hole, 6"" x 6"" x 4"" - Case of 64",Grodan,grow_media,catalog_index,5.40,5.80,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/GRD286616biggg-mama.jpg?v=1761678903,,H Moon Hydro,simple,Grodan 6x6x4,active,shopify,no_sku
,gardening-indoors-with-rockwool,Gardening Indoors with Rockwool,Grodan,grow_media,catalog_index,14.95,,,0,,,H Moon Hydro,simple,,active,shopify,no_sku
,botanicare-organicare-true-earth-potting-mix-o-m-r-i,Botanicare Organicare True Earth Potting Mix (O.M.R.I.),Botanicare,grow_media,catalog_index,20.50,24.99,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/water-only-1.jpg?v=1761678803,,H Moon Hydro,simple,,active,shopify,no_sku
,bio365-bioblend-high-porosity-blend-1-5cu-ft-bag-blend-of-fine-coir-coarse-peat-super-coarse-perlite,"bio365™ BIOBLEND™ High Porosity Blend - 1.5cu ft - Bag - Blend of Fine Coir, Coarse Peat, & Super Coarse Perlite",General Hydroponics,grow_media,catalog_index,29.99,32.99,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/bioblend.jpg?v=1761678795,,H Moon Hydro,simple,GROW LARGE,active,shopify,no_sku
,rapid-rooter-rooting-plugs,Rapid Rooter Rooting Plugs,Rapid Rooter,grow_media,catalog_index,,,,,,,,,,active,masters_only,no_source_match; no_sku
,Course:[],with its high perlite content,General Hydroponics,grow_media,catalog_index,,,,,,,,,,active,masters_only,no_source_match; no_sku
,evenly hydrated and ready-to-use. It is suitable for both organic production and salt-based feeding regimens.,coco and perlite. Contains bioCharge® biology + bioCore® biochar BIOSTART is an living,Unknown,grow_media,catalog_index,,,,,,,,,,active,masters_only,no_source_match; unknown_brand; no_sku
,and perlite,coco and perlite. Contains Bio Charge® Biology + bio Core® Biochar. BIOBLEND™ is a clean-manufactured,Watering,grow_media,catalog_index,,,,,,,,,,active,masters_only,no_source_match; no_sku
,error:1}}},"high-quality growing medium that supports healthy root development and vigorous growth. Elevate your cultivation experience with SCIETETICS COCO,,2025-08-09 17:01:03,product,scietetics-coco-8-block-1-5gal,https://hmoonhydro.com/product/scietetics-coco-8-block-1-5gal/,Scietetics > Scietetics,,Growing Medium",Scietetics,grow_media,catalog_index,,,,,,,,,,active,masters_only,no_source_match; no_sku
,"additional:[]},{analysis:{basic:{metadescriptionLength:[]","high-quality growing medium that supports healthy root development and vigorous growth. Elevate your cultivation experience with SCIETETICS COCO.,,2025-04-25 18:27:43,product,block-cocos-nucifera-1-gal,https://hmoonhydro.com/product/block-cocos-nucifera-1-gal/,Scietetics > Scietetics,,Growing Medium,,simple,visible,No,,No,,,instock,no,no,3.88,3.78,,1,5,6,5,,,,3.78,no,no,,,,,,,'-1,'-1,,,no,taxable,,0,,,0,0,,,0,{focus:{keyphrase:""",Scietetics,grow_media,catalog_index,,,,,,,,,,active,masters_only,no_source_match; no_sku
grm-snapture-dovetail,snapture-dovetail,Snapture Dovetail,Snapture,grow_room_materials,catalog_index,3.79,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/Snapture_80dde911-c006-4769-bb5f-79e5ac993fa3.jpg?v=1761679089,,H Moon Hydro,simple,,active,shopify,
grm-snapture-foot-base,snapture-foot-base,Snapture Foot Base,Snapture,grow_room_materials,catalog_index,4.79,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/Snapture_ea7f3a16-d7e8-4392-bb87-ec32101833e1.jpg?v=1761679082,,H Moon Hydro,simple,,active,shopify,
grm-snapture-cross-fitti,snapture-cross-fitting,Snapture Cross Fitting,Snapture,grow_room_materials,catalog_index,4.79,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/Snapture.jpg?v=1761679081,,H Moon Hydro,simple,,active,shopify,
hmh00850,snapture-cross-fitting,Snapture Cross Fitting,H Moon Hydro,irrigation,catalog_index,4.79,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/Snapture.jpg?v=1761679081,,H Moon Hydro,simple,,active,shopify;woo,
grm-50-ft-black-white-pa,50-ft-black-white-panda-film-poly,50 ft. Black & White Panda Film (poly),Panda,grow_room_materials,catalog_index,52.95,,,0,,,H Moon Hydro,simple,,active,shopify,
grm-2mm-thick-100-mylar-,2mm-thick-100-mylar-roll,2mm Thick 100' Mylar Roll,Unknown,grow_room_materials,catalog_index,88.95,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/reflective_mylar_068eef78-1722-4156-99bd-df2419247fe6.jpg?v=1761678743,,H Moon Hydro,simple,,active,shopify,unknown_brand
grm-2mm-thick-50-mylar-r,2mm-thick-50-mylar-roll,2mm Thick 50' Mylar Roll,Unknown,grow_room_materials,catalog_index,48.95,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/reflective_mylar_bf37fe47-f06a-405d-b459-b23f451c8d2c.jpg?v=1761678743,,H Moon Hydro,simple,,active,shopify,unknown_brand
grm-2mm-thick-25-mylar-r,2mm-thick-25-mylar-roll,2mm Thick 25' Mylar Roll,Unknown,grow_room_materials,catalog_index,30.95,,,0,,,H Moon Hydro,simple,,active,shopify,unknown_brand
grm-25-ft-black-white-pa,25-ft-black-white-panda-film-poly,25 ft.Black & White Panda Film (poly),Panda,grow_room_materials,catalog_index,30.80,,,0,,,H Moon Hydro,simple,,active,shopify,
grm-1mm-thick-100-mylar-,1mm-thick-100-mylar-roll,1mm Thick 100' Mylar Roll,Unknown,grow_room_materials,catalog_index,58.95,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/reflective_mylar_ff2b07d3-2779-45b4-8bf6-d4e4bc9ab88f.jpg?v=1761678740,,H Moon Hydro,simple,,active,shopify,unknown_brand
grm-1mm-thick-25-mylar-r,1mm-thick-25-mylar-roll,1mm Thick 25' Mylar Roll,Unknown,grow_room_materials,catalog_index,20.95,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/reflective_mylar.jpg?v=1761678740,,H Moon Hydro,simple,,active,shopify,unknown_brand
grm-1mm-thick-50-mylar-r,1mm-thick-50-mylar-roll,1mm Thick 50' Mylar Roll,Unknown,grow_room_materials,catalog_index,30.95,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/reflective_mylar_e9d84409-6338-4e3b-8a88-b8e174ff3d90.jpg?v=1761678740,,H Moon Hydro,simple,,active,shopify,unknown_brand
grm-100-ft-black-white-p,100-ft-black-white-panda-film-poly,100 ft. Black & White Panda Film (poly),Panda,grow_room_materials,catalog_index,100.50,,,0,,,H Moon Hydro,simple,,active,shopify,
hmh00770,spin-pro-manual-trimmer,Spin Pro Manual Trimmer,H Moon Hydro,harvesting,catalog_index,199.00,229.00,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/spinpro.jpg?v=1761679081,,H Moon Hydro,simple,,active,shopify;woo,
trim-spin-pro-manual-trim,spin-pro-manual-trimmer,Spin Pro Manual Trimmer,Spin Pro,trimming,catalog_index,199.00,229.00,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/spinpro.jpg?v=1761679081,,H Moon Hydro,simple,,active,shopify,
hmh01490,drying-rack-4-tier-2,Drying Rack - 4 Tier,H Moon Hydro,harvesting,catalog_index,29.95,,,0,,,H Moon Hydro,simple,,active,shopify;woo,
hmh00819,drying-rack-scale,Drying Rack Scale,H Moon Hydro,harvesting,catalog_index,19.95,,,0,,,H Moon Hydro,simple,,active,shopify;woo,
2994,drying-rack-scale,Drying Rack Scale,Unknown,harvesting,catalog_index,19.95,0,9.95,0,,Drying Rack Scale,H Moon Hydro,simple,,active,shopify;inventory,unknown_brand
hmh00615,bypass-hand-shears,Bypass Hand Shears,H Moon Hydro,harvesting,catalog_index,18.99,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/bypass-oxo-floral-scissors-snips.jpg?v=1761678802,,H Moon Hydro,simple,,active,shopify;woo,
1828,spinpro-trimmer,Spinpro Trimmer,Spin Pro,harvesting,catalog_index,189,0,145,2,,Spinpro Trimmer,Nickel City Wholesale Garden Supply,Accessories,,active,inventory,no_source_match
332,craft-scissors,Craft Scissors,ARS,harvesting,catalog_index,20.48,0,0,1,,Craft Scissors,System,Accessories,,active,inventory,no_source_match
288,oxo-floral-snips,OXO Floral Snips,OXO Good Grips,harvesting,catalog_index,14.65,0,0,4,,OXO Floral Snips,Nickel City Wholesale Garden Supply,Accessories,,active,inventory,no_source_match
289,oxo-bypass-pruners,OXO Bypass Pruners,OXO Good Grips,harvesting,catalog_index,18.56,0,0,0,,OXO Bypass Pruners,Nickel City Wholesale Garden Supply,Accessories,,active,inventory,no_source_match
419,auto-trimmer-rotor-only,Auto Trimmer rotor only,Trimpro,harvesting,catalog_index,1559.11,0,1065,1,,Auto Trimmer rotor only,Nickel City Wholesale Garden Supply,Accessories,,active,inventory,no_source_match
422,auto-trimmer-7-16-1-4-grating-,Auto Trimmer (7/16 & 1/4 Grating),Trimpro,harvesting,catalog_index,1559.11,0,1065,-1,,Auto Trimmer (7/16 & 1/4 Grating),Nickel City Wholesale Garden Supply,Accessories,,active,inventory,no_source_match
428,small-auto-trimmer-trimpro,Small Auto trimmer trimpro,Trimpro,harvesting,catalog_index,874.86,0,445.712,1,,Small Auto trimmer trimpro,Nickel City Wholesale Garden Supply,Accessories,,active,inventory,no_source_match
2347,auto-trimmer-automatic,auto trimmer automatic,trimpro,harvesting,catalog_index,1754.61,0,1225,0,,auto trimmer automatic,Nickel City Wholesale Garden Supply,Accessories,,active,inventory,no_source_match
2333,garden-shears,Garden shears,Bond,harvesting,catalog_index,17.95,0,6.95,17,,Garden shears,Nickel City Wholesale Garden Supply,Accessories,,active,inventory,no_source_match
2334,shears-pruners,shears pruners,Bond,harvesting,catalog_index,15.63,0,6.95,19,,shears pruners,Nickel City Wholesale Garden Supply,Accessories,,active,inventory,no_source_match
2501,drying-rack-net-white-gray,drying rack net white gray,UNO,harvesting,catalog_index,29.28,0,16.84937,1,,drying rack net white gray,Nickel City Wholesale Garden Supply,Accessories,,active,inventory,no_source_match
2240,adjustable-hand-crank-trimmer,Adjustable hand crank trimmer,trimpro,harvesting,catalog_index,389,0,336.14,4,,Adjustable hand crank trimmer,Nickel City Wholesale Garden Supply,Accessories,,active,inventory,no_source_match
,2-titanium-shear,"2"" Titanium shear",Unknown,harvesting,catalog_index,,,,,,,,,,active,masters_only,no_source_match; unknown_brand; no_sku
2638,dry-up-drying-rack-22-,"Dry up Drying rack 22""",Dry up,harvesting,catalog_index,41.98,42.95,28.95,8,,"Dry up Drying rack 22""",Nickel City Wholesale Garden Supply,Accessories,,active,inventory,no_source_match
2896,shearperfectionsteel-bonsai-60m,ShearPerfectionSteel Bonsai 60m,Unknown,harvesting,catalog_index,18.95,0,5.02353,4,,ShearPerfectionSteel Bonsai 60m,Sunlight Supply inc.,Accessories,,active,inventory,no_source_match; unknown_brand
2963,shear-perfection-2-curver,"Shear Perfection 2"" Curver",Unknown,harvesting,catalog_index,16.95,0,8.77,2,,"Shear Perfection 2"" Curver",Sunlight Supply inc.,Accessories,,active,inventory,no_source_match; unknown_brand
3028,shearperfectionshear-2-curve,"ShearPerfectionShear - 2"" curve",Unknown,harvesting,catalog_index,16.95,0,5.75,49,,"ShearPerfectionShear - 2"" curve",Sunlight Supply inc.,Accessories,,active,inventory,no_source_match; unknown_brand
3041,rosin-press-pneumatic-5000psi,ROSIN PRESS Pneumatic / 5000psi,ROSIN PRESS,harvesting,catalog_index,1550,0,850,0,,ROSIN PRESS Pneumatic / 5000psi,Nickel City Wholesale Garden Supply,Accessories,,active,inventory,no_source_match
3042,rosin-press-manual-h12t-6-x8-24-000-psi,"ROSIN PRESS Manual H12T 6""X8"" /24,000 psi",ROSIN PRESS,harvesting,catalog_index,1150,0,800,1,,"ROSIN PRESS Manual H12T 6""X8"" /24,000 psi",Nickel City Wholesale Garden Supply,Accessories,,active,inventory,no_source_match
3044,rosin-press-el-automatic-6-x8-no-air-needed-automatic,"ROSIN PRESS EL Automatic 6""X8""/NO AIR NEEDED AUTOMATIC",ROSIN PRESS,harvesting,catalog_index,1000,0,850,1,,"ROSIN PRESS EL Automatic 6""X8""/NO AIR NEEDED AUTOMATIC",Nickel City Wholesale Garden Supply,Accessories,,active,inventory,no_source_match
2639,dry-up-drying-rack-32-,"Dry up Drying Rack 32""",Dry up,harvesting,catalog_index,51.76,52.95,31.95,0,,"Dry up Drying Rack 32""",Nickel City Wholesale Garden Supply,Accessories,,active,inventory,no_source_match
3054,rosin-filter-bags-mixed-24ct-,ROSIN Filter bags Mixed 24ct.,Unknown,harvesting,catalog_index,35,0,26.25,103,,ROSIN Filter bags Mixed 24ct.,Nickel City Wholesale Garden Supply,Accessories,,active,inventory,no_source_match; unknown_brand
3067,stainless-steel-bonsai-scissor-60mm-titanium,Stainless Steel Bonsai Scissor 60mm Titanium,chin up,harvesting,catalog_index,14.99,0,6.95,50,,Stainless Steel Bonsai Scissor 60mm Titanium,Nickel City Wholesale Garden Supply,Accessories,,active,inventory,no_source_match
3070,the-rack-drying-net-8-tiers-24-white,"The Rack Drying net 8 tiers 24"" white",chin up,harvesting,catalog_index,46.95,0,16.95,7,,"The Rack Drying net 8 tiers 24"" white",Nickel City Wholesale Garden Supply,Accessories,,active,inventory,no_source_match
3102,integra-boost-67g-humidiccant-55-,integra Boost 67g Humidiccant 55%,Integra Boost,harvesting,catalog_index,4.25,0,2,35,,integra Boost 67g Humidiccant 55%,Sunlight Supply inc.,Accessories,,active,inventory,no_source_match
3106,integraboost-8gm-humidiccant-55-,integraBoost 8gm Humidiccant 55%,Integra Boost,harvesting,catalog_index,1.25,0,0.53,0,,integraBoost 8gm Humidiccant 55%,Sunlight Supply inc.,Accessories,,active,inventory,no_source_match
638,boveda-8g-2-way-humidity-62-,Boveda 8g 2-Way Humidity 62%,Boveda,harvesting,catalog_index,1.25,0,0.99,0,,Boveda 8g 2-Way Humidity 62%,Sunlight Supply inc.,Accessories,,active,inventory,no_source_match
640,boveda-67g-2-way-humidity-58-450-gm,Boveda 67g 2-Way Humidity 58% 450 gm,Boveda,harvesting,catalog_index,4.99,0,2.99,0,,Boveda 67g 2-Way Humidity 58% 450 gm,Sunlight Supply inc.,Accessories,,active,inventory,no_source_match
820,boveda-67g-2-way-humidity-62-,Boveda 67g 2-Way Humidity 62%,Boveda,harvesting,catalog_index,4.99,0,2.99,32,,Boveda 67g 2-Way Humidity 62%,Sunlight Supply inc.,Accessories,,active,inventory,no_source_match
1827,fiskars-micro-tip-pruning-snips,Fiskars® Micro Tip Pruning Snips,Fiskars,harvesting,catalog_index,16.95,0,10,0,,Fiskars® Micro Tip Pruning Snips,BFG,Accessories,,active,inventory,no_source_match
2699,harvest-more-trimbin-black,Harvest More® TrimBin - Black,Unknown,harvesting,catalog_index,69.95,0,39.95,0,,Harvest More® TrimBin - Black,BFG,Accessories,,active,inventory,no_source_match; unknown_brand
1975,tnb-trimming-shears,TNB Trimming Shears,Unknown,harvesting,catalog_index,16.95,0,8,5,,TNB Trimming Shears,BFG,Accessories,,active,inventory,no_source_match; unknown_brand
3158,harvest-more-scissor-scrubber,Harvest More® Scissor Scrubber,Unknown,harvesting,catalog_index,15.99,0,7.5,0,,Harvest More® Scissor Scrubber,BFG,Accessories,,active,inventory,no_source_match; unknown_brand
3293,62-humidity-packs-10-3-holders,62% Humidity packs-10 & 3 holders,Unknown,harvesting,catalog_index,12.95,0,6.93,4,,62% Humidity packs-10 & 3 holders,BFG,Accessories,,active,inventory,no_source_match; unknown_brand
hid-ultragrow-a-c-8-in-w,ultragrow-a-c-8-in-with-saftey-glass-socket-set-w-15-ft-cord,Ultragrow A/C 8 in. with saftey glass & socket set w/ 15 ft cord,Ultragrow,hid_bulbs,catalog_index,164.99,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/ugrac6_b_aab0d4de-df60-45e5-95bc-9d75a9ee2206.jpg?v=1761679127,,H Moon Hydro,simple,,active,shopify,
hid-ultragrow-a-c-6-in-w,ultragrow-a-c-6-in-with-saftey-glass-socket-set-w-15-ft-cord,Ultragrow A/C 6 in. with saftey glass & socket set w/ 15 ft cord,Ultragrow,hid_bulbs,catalog_index,75.00,149.00,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/ugrac6_b.jpg?v=1761679122,,H Moon Hydro,simple,,active,shopify,
hid-solarmax-400w-mht-ve,solarmax-400w-mht-veg-conversion-w-32000-lumens,"SolarMax 400W. MHT veg/Conversion w/32,000 Lumens",Solarmax,hid_bulbs,catalog_index,39.00,115.95,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/solarmax_blue_box_85b4c895-21e6-415c-8890-ffc2594bb64a.jpg?v=1761679096,,H Moon Hydro,simple,,active,shopify,
hid-solarmax-600w-hps-w-,solarmax-600w-hps-w-95000-lumens,"SolarMax 600W. HPS W/ 95,000 Lumens",Solarmax,hid_bulbs,catalog_index,29.00,83.95,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/solarmax_red_box_718f0a92-beba-4417-a066-ca62c5758d76.jpg?v=1761679089,,H Moon Hydro,simple,,active,shopify,
hid-solarmax-1000w-mht-v,solarmax-1000w-mht-veg-conversion-w-90000-lumens,"SolarMax 1000W. MHT veg/Conversion w/ 90,000 Lumens",Solarmax,hid_bulbs,catalog_index,135.95,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/solarmax_blue_box_24829ca6-a418-4f98-9627-2a088bbf52fb.jpg?v=1761679089,,H Moon Hydro,simple,,active,shopify,
hid-solarmax-1000w-hps-w,solarmax-1000w-hps-w-147000-lumens,"SolarMax 1000W. HPS w/ 147,000 Lumens",Solarmax,hid_bulbs,catalog_index,39.00,114.95,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/solarmax_red_box_21d5c5e9-56de-4d5a-bff9-344b198ab917.jpg?v=1761679089,,H Moon Hydro,simple,,active,shopify,
hid-smmh1000wv-solarmax-,smmh1000wv-solarmax-1000w-mht-metal-hailde-veg-85000-lumens,"SMMH1000WV SolarMax 1000W MHT Metal Hailde Veg. 85,000 Lumens",Solarmax,hid_bulbs,catalog_index,123.95,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/solarmax_veg_mh_7041b225-d346-4331-adb4-cc90fcabc789.jpg?v=1761679089,,H Moon Hydro,simple,,active,shopify,
hid-sunblaster-25-watt-g,sunblaster-25-watt-green-visual-lamp-standard-socket,SunBlaster 25 watt green Visual lamp-standard socket,SunBlaster,hid_bulbs,catalog_index,9.88,,,0,,,H Moon Hydro,simple,,active,shopify,
hid-sunblaster-200w-cf-6,sunblaster-200w-cf-6400k-2,Sunblaster 200W CF 6400k,SunBlaster,hid_bulbs,catalog_index,109.95,,,0,,,H Moon Hydro,simple,,active,shopify,
hid-t5-cfl-2-plantmax-da,t5-cfl-2-plantmax-day-24w-6500k-tube-2520-lumens,T5 CFL 2' Plantmax Day 24W. 6500K tube 2520 lumens,Plantmax,hid_bulbs,catalog_index,8.95,,,0,,,H Moon Hydro,simple,,active,shopify,
hid-t5-high-output-fluor,t5-high-output-fluorescent-lamps,T5 High Output Fluorescent Lamps,Unknown,hid_bulbs,catalog_index,14.95,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/badboy_bulbs.jpg?v=1761679074,,H Moon Hydro,simple,,active,shopify,unknown_brand
hid-t5-cfl-4-plantmax-wa,t5-cfl-4-plantmax-warm-54w-3000k-tube-4800-lumens,T5 CFL 4' Plantmax Warm 54W. 3000K tube 4800 lumens,Plantmax,hid_bulbs,catalog_index,10.95,,,0,,,H Moon Hydro,simple,,active,shopify,
hid-t5-cfl-2-plantmax-wa,t5-cfl-2-plantmax-warm-24w-3000k-tube-2280-lumens,"T5 CFL 2' Plantmax Warm 24W 3000K tube 2,280 lumens",Plantmax,hid_bulbs,catalog_index,8.95,,,0,,,H Moon Hydro,simple,,active,shopify,
