Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
trolley-slave,Trolley Slave,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00909,0.0,,0,deny,manual,23.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/light_rail_access_ac577500-25d9-4856-b919-7ac7c58beead.jpg?v=1761679110,1,"",false,,,,lb,,,active
union-connector-3-8-in,UNION CONNECTOR 3/8 in.,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00949,28.349523125,,0,deny,manual,5.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/3_8-inch-Union-Connector.jpg?v=1761679110,1,3_8 inch Union Connector,false,,,,oz,,,active
trimpro-replacement-grate-mixed,TRIMPRO replacement grate mixed,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00752,0.0,,0,deny,manual,177.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/trim-pro.jpg?v=1761679110,1,"",false,,,,lb,,,active
uno-2-x-4-48-x-24-x-60-grow-tent,"UNO 2' x 4' (48"" X 24"" X 60"") Grow Tent","",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01381,0.0,,0,deny,manual,140.00,190.00,true,true,,,,,,,,,false,,,,lb,,,active
winter-frost-2-5-gallon,Winter Frost 2.5 Gallon,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01477,850.48569375,,0,deny,manual,265.00,,true,true,,,,,,,,,false,,,,oz,,,active
the-root-pouch-2-gallon,The Root Pouch 2 Gallon,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01128,28.349523125,,0,deny,manual,1.41,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/Root-Pouch_52eaa3c1-4a4e-4be1-aa21-0a599e523190.jpg?v=1761679104,1,"",false,,,,oz,,,active
ton-o-bud-500-gm,Ton O Bud 500 gm,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00337,0.0,,0,deny,manual,139.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/tonobud_b0b6115a-b519-4399-bde3-6c5b2edb5095.jpg?v=1761679103,1,"",false,,,,lb,,,active
the-root-pouch-3-gallon,The Root Pouch 3 Gallon,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01129,28.349523125,,0,deny,manual,1.94,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/Root-Pouch_624d92cc-b1bd-48ad-9503-5cf6a572dbdb.jpg?v=1761679103,1,"",false,,,,oz,,,active
timer-frequency-duration-no-photo-eye,Timer / frequency & duration (no photo eye),"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00930,141.747615625,,0,deny,manual,220.00,275.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/cst-1p_d9ba763b-4d6e-4343-92d3-ab06f352fec5.jpg?v=1761679104,1,"",false,,,,oz,,,active
the-root-pouch-15-gallon-w-handle,The Root Pouch 15 gallon w/ Handle,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01133,28.349523125,,0,deny,manual,8.79,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/Root-Pouch_d43b5ef4-7f6e-4723-b5bc-ef9fe2ee841b.jpg?v=1761679103,1,"",false,,,,oz,,,active
the-root-pouch-10-gallon,The Root Pouch 10 Gallon,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01132,0.0,,0,deny,manual,4.69,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/Root-Pouch_77c71431-f6c8-477c-b33d-c857265c2f33.jpg?v=1761679103,1,"",false,,,,lb,,,active
ton-o-bud-100-gm,Ton O Bud 100 gm,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00336,14.1747615625,,0,deny,manual,24.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/tonobud_f650c0a3-676e-4af8-8285-faa98569ac95.jpg?v=1761679103,1,"",false,,,,oz,,,active
ton-o-bud-1-kg,Ton O Bud 1 kg,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00338,65.2039031875,,0,deny,manual,151.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/tonobud.jpg?v=1761679103,1,"",false,,,,oz,,,active
tnc-1-4-hp-1250-gph,TNC 1/4 hp / 1250 gph,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00913,0.0,,0,deny,manual,244.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/pump_tnc.jpg?v=1761679103,1,"",false,,,,lb,,,active
the-root-pouch-35-gallon-w-handle,The Root Pouch 35 Gallon w/ Handle,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01137,28.349523125,,0,deny,manual,25.71,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/Root-Pouch_2e76a11f-bc15-45bd-b8bc-5eeb3e5051bf.jpg?v=1761679104,1,"",false,,,,oz,,,active
teaming-with-fungi-the-organic-growers-guide-to-mycorrhizae,TEAMING WITH FUNGI The Organic Growers Guide to Mycorrhizae,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,24.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/teaming-with-fungi.jpg-2017-print.jpg?v=1761679104,1,"",false,,,,lb,,,active
timemist-plus-programmable-dispenser-2,TimeMist Plus Programmable Dispenser,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00558,0.0,,0,deny,manual,74.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/timemist.jpg?v=1761679103,1,"",false,,,,lb,,,active
the-root-pouch-45-gallon-w-handle,The Root Pouch 45 Gallon w/ Handle,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01138,0.0,,0,deny,manual,28.26,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/Root-Pouch_cff8b448-440a-4fed-954d-f24b97c4ce83.jpg?v=1761679104,1,"",false,,,,lb,,,active
trimbox,TRIMBOX,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00758,510.29141625,,0,deny,manual,895.00,,true,true,,,,,,,,,false,,,,oz,,,active
tiger-bloom-liquid-plant-food-1-gal,Tiger Bloom Liquid Plant Food (1 gal),"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01092,0.0,,0,deny,manual,66.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/product_TIGERBLOOM.jpg?v=1761679103,1,"",false,,,,lb,,,active
the-root-pouch-100-gallon-w-handle,The Root Pouch 100 Gallon w/ Handle,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01140,0.0,,0,deny,manual,36.33,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/Root-Pouch_23920bab-9bdd-40f0-984e-80ef9687eda3.jpg?v=1761679103,1,"",false,,,,lb,,,active
trimbox-replacement-grate,TRIMBOX replacement grate,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00762,0.0,,0,deny,manual,48.00,,true,true,,,,,,,,,false,,,,lb,,,active
the-root-pouch-7-gallon,The Root Pouch 7 Gallon,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01131,28.349523125,,0,deny,manual,3.59,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/Root-Pouch_ba15ddad-aab8-418d-94b0-9e4f4ffe3a73.jpg?v=1761679103,1,"",false,,,,oz,,,active
timemist-purge-i-3-2-oz,TimeMist Purge I - 3.2 oz,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00559,0.0,,0,deny,manual,15.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/clear_air_purge1.jpg?v=1761679103,1,"",false,,,,lb,,,active
the-hammer-100-gm,The Hammer 100 gm,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00340,14.1747615625,,0,deny,manual,169.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/hammer_a8bd89a1-ff01-419f-abdb-93f3e48ff91d.jpg?v=1761679103,1,"",false,,,,oz,,,active
tds-monitor-dm-2-industrial-dual-tds-monitor,TDS Monitor DM-2 Industrial Dual TDS Monitor,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00582,0.0,,0,deny,manual,75.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/hydrologic_tds.jpg?v=1761679103,1,"",false,,,,lb,,,active
timer-frequency-duration-photo-eye,Timer/frequency& duration / photo-eye,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00931,0.0,,0,deny,manual,305.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/cst-1p.jpg?v=1761679103,1,"",false,,,,lb,,,active
the-ozone-generator,"The Ozone Generator 5,000 cu.ft.","",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01785,283.49523125,,0,deny,manual,120.00,174.95,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/UV-Ozone-Generator.jpg-2017-print.jpg?v=1761679104,1,"",false,,,,oz,,,active
the-root-pouch-20-gallon-w-handle,The Root Pouch 20 Gallon w/ Handle,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01134,28.349523125,,0,deny,manual,13.01,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/Root-Pouch_e8fb63f3-fd3e-4ae3-8a63-d638e61b7081.jpg?v=1761679103,1,"",false,,,,oz,,,active
the-root-pouch-65-gallon-w-handle,The Root Pouch 65 Gallon w/ Handle,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01139,28.349523125,,0,deny,manual,30.20,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/Root-Pouch_94201d1c-dfd6-4f7f-9faf-1f04e5e4a6c6.jpg?v=1761679103,1,"",false,,,,oz,,,active
the-hammer-20-gm,The Hammer 20 gm,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00339,2.8349523125,,0,deny,manual,41.01,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/hammer.jpg?v=1761679103,1,"",false,,,,oz,,,active
tiger-bloom-liquid-plant-food-1-qt,Tiger Bloom Liquid Plant Food (1 qt),"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01091,0.0,,0,deny,manual,21.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/product_TIGERBLOOM_3ef5ebd8-51ba-44ec-8a31-3c354d571a17.jpg?v=1761679103,1,"",false,,,,lb,,,active
the-root-pouch-25-gallon-w-handle,The Root Pouch 25 Gallon w/ Handle,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01135,28.349523125,,0,deny,manual,14.80,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/Root-Pouch.jpg?v=1761679103,1,"",false,,,,oz,,,active
terpinator-0-0-4-gallon,Terpinator 0 - 0 - 4 Gallon,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01652,0.0,,0,deny,manual,66.95,,true,true,,,,,,,,,false,,,,lb,,,active
texas-controller-16-units,Texas Controller 16 units,"",H Moon Hydro,,simple,GROW LARGE,false,Title,Default Title,,,,,,,,hmh00507,0.0,,0,deny,manual,258.15,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/GH4610_1.jpgtexas-controler.jpg?v=1761679103,1,texas controler,false,,,,lb,,,active
tds-3-handheld-meter-with-carrying-case-2,TDS-3 Handheld Meter With Carrying Case,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00972,28.349523125,,0,deny,manual,39.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/tds3_withcase.jpg?v=1761679104,1,"",false,,,,oz,,,active
the-root-pouch-1-gallon,The Root Pouch 1 Gallon,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01127,28.349523125,,0,deny,manual,1.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/Root-Pouch_41320632-fb8f-4714-a8f1-f4bd4f4b05ba.jpg?v=1761679103,1,"",false,,,,oz,,,active
the-rack-collapsible-drying-system-2,The Rack- Collapsible Drying System,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00818,0.0,,0,deny,manual,29.95,39.95,true,true,,,,,,,,,false,,,,lb,,,active
teaming-with-microbes,Teaming with Microbes,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00001,0.0,,0,deny,manual,24.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/teaming_with_microbes.jpg?v=1761679103,1,"",false,,,,lb,,,active
teaming-with-nutrients,Teaming with Nutrients,"",H Moon Hydro,,simple,ORGANIC,false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,24.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/teaming-with-nuts.jpg2017-print.jpg?v=1761679104,1,"",false,,,,lb,,,active
terpinator-0-0-4-qt,Terpinator 0 - 0 - 4 Qt.,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01651,0.0,,0,deny,manual,19.95,,true,true,,,,,,,,,false,,,,lb,,,active
solarmax-400w-mht-veg-conversion-w-32000-lumens,"SolarMax 400W. MHT veg/Conversion w/32,000 Lumens","",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00887,28.349523125,,0,deny,manual,39.00,115.95,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/solarmax_blue_box_85b4c895-21e6-415c-8890-ffc2594bb64a.jpg?v=1761679096,1,"",false,,,,oz,,,active
spray-n-grow-16oz,Spray N Grow 16oz.,"What is foliar feeding?
Foliar feeding provides nutrients to plants through its leaves and stems, not its root. Nutrients are sprayed on the leaves and stems and are absorbed by stomata, the epidermis and bark of woody plants. The nutrients move from the place of absorption throughout the entire plant, including the roots, within one day. Referencing the professors above, it’s about a foot an hour.",H Moon Hydro,,simple,Spray N grow 16oz.,false,Title,Default Title,,,,,,,,,141.747615625,,0,deny,manual,12.50,24.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/32-oz.-sprayNgrow_0d2069fd-1aa8-452f-ad60-643ef5937c61.jpg?v=1761679096,1,Healthy Plants Begin with Healthy Soil,false,,,,oz,,,active
super-lemon-haze-x-rs11-feminised-5-seed,Super Lemon Haze x RS11 (Feminised) -5 Seed,"",H Moon Hydro,,simple,GREENHOUSE SEED,false,Title,Default Title,,,,,,,,,7.08738078125,,0,deny,manual,70.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/SLH-x-RS11_-1.jpg?v=1761679097,1,"",false,,,,oz,,,active
super-lemon-haze-x-rs11-feminised-5-seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/SLH-x-RS11.jpg?v=1761679096,2,"",,,,,,,,
super-lemon-haze-x-rs11-feminised-5-seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/OIP_074f9f85-2503-41b3-b099-6c3e597d5f9c.webp?v=1761679096,3,"",,,,,,,,
summer-2-5-gallon,Summer 2.5 Gallon,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01469,850.48569375,,0,deny,manual,110.74,,true,true,,,,,,,,,false,,,,oz,,,active
tarantula-beneficial-bacteria-130-g,Tarantula Beneficial Bacteria (130 g),"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01064,28.349523125,,0,deny,manual,56.82,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/advancedTarantula_92231b30-008d-4938-a82f-fd7d4c6b3414.jpg?v=1761679096,1,"",false,,,,oz,,,active
suck-it-up-4-liter,Suck it Up 4 liter,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00328,297.6699928125,,0,deny,manual,75.91,,true,true,,,,,,,,,false,,,,oz,,,active
super-lemon-haze-feminised-lemon-skunk-x-super-silver-haze-5-seed,Super Lemon Haze (Feminised) Lemon Skunk x Super Silver Haze 5- Seed,"",H Moon Hydro,,simple,GREENHOUSE SEED,false,Title,Default Title,,,,,,,,,7.08738078125,,0,deny,manual,50.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/SUPER_LEMON_HAZE_c.jpg?v=1761679089,1,"",false,,,,oz,,,active
tall-boy-de-chlorinator-sediment-filter,Tall Boy De-Chlorinator & Sediment Filter,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00580,566.9904625,,0,deny,manual,115.00,183.95,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/tall-boy.jpg?v=1761679089,1,"",false,,,,oz,,,active
solarmax-600w-hps-w-95000-lumens,"SolarMax 600W. HPS W/ 95,000 Lumens","",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00885,28.349523125,,0,deny,manual,29.00,83.95,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/solarmax_red_box_718f0a92-beba-4417-a066-ca62c5758d76.jpg?v=1761679089,1,"",false,,,,oz,,,active
spray-n-grow-micronutrients-8-oz,Spray-N-Grow Micronutrients 8 oz,"Foliar feeding provides fast absorption of nutrients- results can be almost immediate. It’s 8-20 times more effective than root feeding. Foliar Feeding is not just a quick fix for deficiencies. Provide additional nutrients to increase yield and quality. Micronutrients, calcium and supplemental fertilizer are often applied to plants through foliar feeding. With most plants, foliar feeding augments- not replaces- a standard root feeding program.

Foliar feeding is easy. Nutrients and a sprayer are all the equipment needed.",H Moon Hydro,,simple,Micronutrients are not in hydroponic solutions. Plants need them to reach their genetic potential.,false,Title,Default Title,,,,,,,,,28.349523125,,0,deny,manual,11.99,16.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/32-oz.-sprayNgrow.jpg?v=1761679089,1,Healthy Plants Begin with Healthy Soil,false,,,,oz,,,active
super-lemon-haze-x-gmo-feminised-5-seed,Super Lemon Haze x GMO (Feminised) -5 Seed,"",H Moon Hydro,,simple,GREENHOUSE SEED,false,Title,Default Title,,,,,,,,,7.08738078125,,0,deny,manual,70.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/SLHaze-x-GMO.jpg?v=1761679089,1,"",false,,,,oz,,,active
super-lemon-haze-x-gmo-feminised-5-seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/OIP_3b425506-7a59-407d-994f-c14389420fcd.webp?v=1761679088,2,"",,,,,,,,
small-5-gallon-replacement-bag,Small 5 Gallon Replacement Bag,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01529,85.048569375,,0,deny,manual,70.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/Small-5-Gallon-Replacement-Bag.jpg?v=1761679089,1,"",false,,,,oz,,,active
small-5-gallon-replacement-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/Small-5-Gallon-Replacement-Bag-3.jpg?v=1761679089,2,"",,,,,,,,
small-5-gallon-replacement-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/Small-5-Gallon-Replacement-Bag-2.jpg?v=1761679089,3,"",,,,,,,,
tarantula-beneficial-bacteria-50-g,Tarantula Beneficial Bacteria (50 g),"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01063,28.349523125,,0,deny,manual,32.48,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/advancedTarantula.jpg?v=1761679089,1,"",false,,,,oz,,,active
sunsoaker-parabolic-reflector-w-horizonal-socket-bracket,SunSoaker Parabolic Reflector w/ Horizonal Socket bracket,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00513,0.0,,0,deny,manual,99.00,134.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/SunSoaker.jpg?v=1761679088,1,"",false,,,,lb,,,active
spin-pro-wire-replacments,Spin Pro Wire Replacments,"<img class=""alignnone size-medium wp-image-801"" src=""https://hmoonhydro.com/wp-content/uploads/2019/08/spinpro-198x200.jpg"" alt="""" width=""198"" height=""200"">",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,,14.1747615625,,0,deny,manual,17.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/spinpro_c4097530-2eb2-4144-90d0-80463b3f9bf8.jpg?v=1761679089,1,"",false,,,,oz,,,active
spin-pro-wire-replacments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/turbo_6f394971-4096-4aa5-8ce8-cdf8df6eb6d6.webp?v=1761679089,2,"",,,,,,,,
super-bud-feminised-big-bud-x-skunk-photo-5-seed,Super Bud (Feminised) Big Bud x Skunk Photo. 5 Seed,"",H Moon Hydro,,simple,GREENHOUSE SEED,false,Title,Default Title,,,,,,,,,7.08738078125,,0,deny,manual,40.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/SuperBud_Landrace-PHOTO.jpg?v=1761679089,1,"",false,,,,oz,,,active
super-bud-feminised-big-bud-x-skunk-photo-5-seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/OIP_78006ab1-50c3-4171-b1a0-652e96c3da76.webp?v=1761679088,2,"",,,,,,,,
solarmax-1000w-mht-veg-conversion-w-90000-lumens,"SolarMax 1000W. MHT veg/Conversion w/ 90,000 Lumens","",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00889,28.349523125,,0,deny,manual,135.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/solarmax_blue_box_24829ca6-a418-4f98-9627-2a088bbf52fb.jpg?v=1761679089,1,"",false,,,,oz,,,active
solarmax-1000w-hps-w-147000-lumens,"SolarMax 1000W. HPS w/ 147,000 Lumens","",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00886,28.349523125,,0,deny,manual,39.00,114.95,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/solarmax_red_box_21d5c5e9-56de-4d5a-bff9-344b198ab917.jpg?v=1761679089,1,"",false,,,,oz,,,active
smmh1000wv-solarmax-1000w-mht-metal-hailde-veg-85000-lumens,"SMMH1000WV SolarMax 1000W MHT Metal Hailde Veg. 85,000 Lumens","",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00891,0.0,,0,deny,manual,123.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/solarmax_veg_mh_7041b225-d346-4331-adb4-cc90fcabc789.jpg?v=1761679089,1,"",false,,,,lb,,,active
tall-boy-blue-carbon-replacement-filter,TALL BOY BLUE CARBON REPLACEMENT FILTER,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00953,0.0,,0,deny,manual,31.00,,true,true,,,,,,,,,false,,,,lb,,,active
spring-gallon,Spring Gallon,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01463,283.49523125,,0,deny,manual,56.60,,true,true,,,,,,,,,false,,,,oz,,,active
tall-boy-blue-sediment-replacement,TALL BOY BLUE SEDIMENT REPLACEMENT,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00952,28.349523125,,0,deny,manual,14.00,,true,true,,,,,,,,,false,,,,oz,,,active
snapture-dovetail,Snapture Dovetail,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00849,28.349523125,,0,deny,manual,3.79,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/Snapture_80dde911-c006-4769-bb5f-79e5ac993fa3.jpg?v=1761679089,1,"",false,,,,oz,,,active
skywalker-auto-skywalker-og-x-gelato-41-auto-5-seed,Skywalker Auto Skywalker OG x Gelato #41 Auto 5 seed,"",H Moon Hydro,,simple,"Cannabis, GREENHOUSE SEED",false,Title,Default Title,,,,,,,,,7.08738078125,,0,deny,manual,70.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/SKYWALKER-AUTO-STRAIN-PIC_png.jpg?v=1761679088,1,skywalker,false,,,,oz,,,active
skywalker-auto-skywalker-og-x-gelato-41-auto-5-seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/OIP_31da84bc-db47-4c88-9d93-4abd456d3930.webp?v=1761679089,2,"",,,,,,,,
super-lemon-haze-feminised-lemon-skunk-x-super-silver-haze5-seed,Super Lemon Haze (Feminised) Lemon Skunk x Super Silver Haze5 Seed,"GREEN HOUSE SEED CO. CANNABIS SEEDS
ARE SOLD STRICTLY FOR SOUVENIRS, STORAGE,
AND GENETIC PRESERVATION.",H Moon Hydro,,simple,GREENHOUSE SEED,false,Title,Default Title,,,,,,,,,7.08738078125,,0,deny,manual,50.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/SUPER_LEMON_HAZE_skunk.jpg?v=1761679089,1,SKUNK,false,,,,oz,,,active
super-lemon-haze-feminised-lemon-skunk-x-super-silver-haze5-seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/OIP_472c49ee-e290-4b6b-97d3-4b903bedabb5.webp?v=1761679088,2,"",,,,,,,,
sunblaster-25-watt-green-visual-lamp-standard-socket,SunBlaster 25 watt green Visual lamp-standard socket,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01439,0.0,,0,deny,manual,9.88,,true,true,,,,,,,,,false,,,,lb,,,active
sunblaster-200w-cf-6400k-2,Sunblaster 200W CF 6400k,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01705,0.0,,0,deny,manual,109.95,,true,true,,,,,,,,,false,,,,lb,,,active
suck-it-up-500ml,Suck it Up 500ml,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00326,34.01942775,,0,deny,manual,15.21,,true,true,,,,,,,,,false,,,,oz,,,active
